session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Bilingual,Country of Birth,Current Country of Residence,Current U.S state of birth,Current U.S state of residence,Employment Status,English speaking Monolingual,Ethnicity,Ethnicity (Simplified),First language,First Language,Fluent languages,Hearing difficulties,Language related disorders,Literacy Difficulties,Mono/multi cultural,Nationality,Sex,Student Status,Were you raised monolingual?
605b79b8cf758580be881f9f,5b50881a59119400018abaf3,APPROVED,2021-03-24 17:41:16.070000,2021-03-24 17:51:37.551000,621.481,39,1012,0,100,2021-03-27 13:21:47.956000,3900423D,none just my native langauge,United States,United States,Connecticut (CT),New Jersey (NJ),Full-Time,I only know English,Caucasian,White,,English,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605b7e63be260096149ec024,5c5fc78e96dff400013607a5,APPROVED,2021-03-24 18:01:10.320000,2021-03-24 18:25:05.029000,1434.709,37,847,1,100,2021-03-27 13:22:27.356000,3900423D,none just my native langauge,United States,United States,Maryland (MD),Maryland (MD),Full-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605b80b8a0bee85eca1e106d,600f3bb4c3125f0d2a2f0d36,APPROVED,2021-03-24 18:11:08.460000,2021-03-24 18:25:22.964000,854.504,35,137,1,100,2021-03-27 13:22:58.796000,3900423D,none just my native langauge,United States,United States,Maryland (MD),Maryland (MD),Unemployed (and job seeking),I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605b84f837b4b2a5a4e42ad7,5dd1ab5dd3ac2a21600f87b8,APPROVED,2021-03-24 18:29:20.945000,2021-03-24 18:40:05.792000,644.847,33,942,7,99,2021-03-27 13:23:23.036000,3900423D,none just my native langauge,United States,United States,Michigan (MI),Michigan (MI),Full-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605b85037ca1c3f69299812f,601e15660cc54b258b587d3d,APPROVED,2021-03-24 18:29:23.188000,2021-03-24 19:21:44.502000,3141.314,22,119,3,98,2021-03-27 13:23:48.645000,3900423D,none just my native langauge,United States,United States,Massachusetts (MA),Massachusetts (MA),Full-Time,I only know English,White/Caucasian,White,English,,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605b85cf2ec12c6d410b600b,5f49286a48bd2a43821fab14,APPROVED,2021-03-24 18:32:51.451000,2021-03-24 18:46:21.427000,809.976,37,502,0,100,2021-03-27 13:24:29.346000,3900423D,none just my native langauge,United States,United States,Ohio (OH),Ohio (OH),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605b86b904ba874e7f1ac081,5f80bc44efa2c013099af460,APPROVED,2021-03-24 18:36:45.132000,2021-03-24 18:47:58.808000,673.676,31,440,0,100,2021-03-27 13:25:02.991000,3900423D,none just my native langauge,United States,United States,Wisconsin (WI),Wisconsin (WI),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,Yes,I was raised with my native language only
605b86f71276b02b92efedf0,60274b8abca008526ce6433c,APPROVED,2021-03-24 18:37:47.959000,2021-03-24 19:08:02.908000,1814.949,32,116,0,100,2021-03-27 13:25:26.881000,3900423D,none just my native langauge,United States,United States,Illinois (IL),Illinois (IL),"Not in paid work (e.g. homemaker', 'retired or disabled)",I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605b88dd3cdc9ad62c3c1934,56e6a66af6ed900006a5867c,APPROVED,2021-03-24 18:45:49.026000,2021-03-24 19:02:10.475000,981.449,40,2425,17,99,2021-03-27 13:25:54.202000,3900423D,none just my native langauge,United States,United States,Ohio (OH),Ohio (OH),Part-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605b88ff92d85cc4dd1c98c2,5bdab584b341a4000154256b,APPROVED,2021-03-24 18:46:23.808000,2021-03-24 18:59:32.106000,788.298,28,66,0,100,2021-03-27 13:26:16.508000,3900423D,none just my native langauge,United States,United States,Indiana (IN),Indiana (IN),Full-Time,I only know English,White/Caucasian,White,English,,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605b89131fb3c974a15e2623,5f2f03deec679e2cf4a992e6,APPROVED,2021-03-24 18:47:21.726000,2021-03-24 19:02:29.885000,908.159,32,550,0,100,2021-03-27 13:46:37.761000,3900423D,none just my native langauge,United States,United States,Ohio (OH),Ohio (OH),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605b8b374373dab85aaf3288,5fefd5b2173bfbe890bc98ed,RETURNED,2021-03-24 18:55:51.911000,,440563.032278,22,222,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605b8bbcf1a6db8301da582f,5f90744a10d3371291f6c0b2,APPROVED,2021-03-24 18:58:07.157000,2021-03-24 19:21:37.712000,1410.555,19,190,3,98,2021-03-27 13:47:28.132000,3900423D,none just my native langauge,United States,United States,Indiana (IN),Massachusetts (MA),Unemployed (and job seeking),I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
605b8fe517911b8cf01e58b9,5ec4465c16290213a8e30fd5,APPROVED,2021-03-24 19:15:52.285000,2021-03-24 19:25:33.013000,580.728,37,567,1,100,2021-03-27 13:47:55.632000,3900423D,none just my native langauge,United States,United States,New Jersey (NJ),Massachusetts (MA),Full-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605b92b03c7dd47b8ef6be4a,603454dbbea63e24a99aabd2,REJECTED,2021-03-24 19:27:47.506000,2021-03-24 19:35:41.760000,474.254,19,110,1,100,2021-03-27 13:50:53.245000,3900423D,none just my native langauge,United States,United States,Illinois (IL),Illinois (IL),Unemployed (and job seeking),I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,Yes,I was raised with my native language only
605b932a0bde32f0522c28f3,5f656030cd36f609db0da23e,APPROVED,2021-03-24 19:29:49.587000,2021-03-24 19:41:45.571000,715.984,22,212,0,100,2021-03-27 13:53:25.389000,3900423D,native language + one other language,United States,United States,Illinois (IL),Illinois (IL),Part-Time,I know one other language in addition to English,White/Caucasian,White,English,DATA EXPIRED,"English, Spanish",No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605b93a244c2b79f7e99281c,5f59196cdfe283117d6e909e,APPROVED,2021-03-24 19:31:49.800000,2021-03-24 19:42:22.465000,632.665,21,372,0,100,2021-03-27 13:53:52.466000,3900423D,none just my native langauge,United States,United States,Michigan (MI),Michigan (MI),Other,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
605b95c6ddc40c8684b77381,5fb9689421064d7ff5f5243e,APPROVED,2021-03-24 19:41:03.257000,2021-03-24 19:55:19.861000,856.604,22,263,0,100,2021-03-27 13:16:17.142000,3900423D,none just my native langauge,United States,United States,Indiana (IN),Indiana (IN),Part-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605b98643d3fca33f2ad43be,60498abf0459d95ae80f42ac,APPROVED,2021-03-24 19:52:12.256000,2021-03-24 20:20:24.971000,1692.715,32,49,1,99,2021-03-27 13:58:10.116000,3900423D,none just my native langauge,United States,United States,New Jersey (NJ),New York (NY),Part-Time,I only know English,White/Caucasian,White,English,,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605b98f2ac6f817bf285b565,5ff364b2c9707d906a0fc44e,APPROVED,2021-03-24 19:54:31.954000,2021-03-24 20:09:43.618000,911.664,32,268,0,100,2021-03-27 13:58:35.833000,3900423D,none just my native langauge,United States,United States,New Jersey (NJ),Ohio (OH),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605b9a706d7b3e279dc0e384,5fd4335c2d643f1a0ed65cb7,APPROVED,2021-03-24 20:00:52.222000,2021-03-24 20:10:31.822000,579.6,22,242,2,99,2021-03-27 13:59:03.886000,3900423D,none just my native langauge,United States,United States,Wisconsin (WI),Wisconsin (WI),Part-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605b9baa10e3977f70e19a3d,559b1e92fdf99b426abb6227,RETURNED,2021-03-24 20:06:02.726000,,436352.304205,41,2002,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605b9bc1b02b16941287aa1a,5fc663e511783d0a0e619de1,APPROVED,2021-03-24 20:06:33.693000,2021-03-24 20:18:53.488000,739.795,31,250,1,100,2021-03-27 13:59:34.951000,3900423D,none just my native langauge,United States,United States,New York (NY),Massachusetts (MA),Part-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605b9d58df0cfbc2d385d4c5,5fb93ffbd40ee27661244708,APPROVED,2021-03-24 20:15:16.096000,2021-03-24 20:29:03.065000,826.969,40,409,0,100,2021-03-27 14:02:45.434000,3900423D,none just my native langauge,United States,United States,Ohio (OH),Ohio (OH),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605b9dd15b7faaf3215255d7,5f99e3031e4f740c4a2f6cbc,APPROVED,2021-03-24 20:15:13.294000,2021-03-24 20:27:28.930000,735.636,24,338,0,100,2021-03-27 14:03:11.100000,3900423D,none just my native langauge,United States,United States,Illinois (IL),Illinois (IL),Part-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
605b9f13cbed91d40c61f30d,5bef64b373e44f0001092811,RETURNED,2021-03-24 20:20:40.879000,,435474.171437,28,526,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605ba0e615b7fdea0911edb5,6026adf0704fd23a5dc0ee32,APPROVED,2021-03-24 20:28:41.054000,2021-03-24 20:43:02.824000,861.77,40,154,1,99,2021-03-27 14:03:32.850000,3900423D,none just my native langauge,United States,United States,Michigan (MI),Michigan (MI),Full-Time,I only know English,White/Caucasian,White,English,,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605ba155bc20bd2183c4f64a,603401117dd0c2000a1cb8e6,APPROVED,2021-03-24 20:30:15.496000,2021-03-24 20:40:18.547000,603.051,24,100,0,100,2021-03-27 13:21:00.782000,3900423D,none just my native langauge,United States,United States,Wisconsin (WI),Wisconsin (WI),Part-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
605ba1e6fd35ae10ad260a20,60579ed57a769950e21bcda2,APPROVED,2021-03-24 20:33:29.508000,2021-03-24 20:48:46.067000,916.559,18,34,0,100,2021-03-27 14:04:00.785000,3900423D,none just my native langauge,United States,United States,Maryland (MD),Maryland (MD),Other,I only know English,White/Caucasian,White,English,,English,No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
605ba22924b3164c90ebae9e,5fdf9d13a6a9ed7d8efd0b69,APPROVED,2021-03-24 20:33:49.902000,2021-03-24 20:48:51.488000,901.586,18,207,0,100,2021-03-27 14:07:08.738000,3900423D,none just my native langauge,United States,United States,Michigan (MI),Michigan (MI),Unemployed (and job seeking),I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,Yes,I was raised with my native language only
605ba31951729f72a93f909c,601087d3dfc7b63e5db5b6ac,RETURNED,2021-03-24 20:47:45.310000,,433849.776662,18,205,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605ba43290ae1ee7ac110569,5fbc0e0164cb3207c961a1aa,RETURNED,2021-03-24 20:53:03.354000,,433531.732759,23,270,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605ba4f17a1738f712cd112a,59dc458f77860e000151240e,APPROVED,2021-03-24 20:45:37.465000,2021-03-24 20:58:42.493000,785.028,38,2001,0,100,2021-03-27 14:07:36.255000,3900423D,none just my native langauge,United States,United States,Wisconsin (WI),Wisconsin (WI),Part-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605ba586177bd9ba5cb4273f,5f5353ff017c5965165df065,RETURNED,2021-03-24 20:48:45.234000,,433789.861755,36,408,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605ba5c5824c52b81dca1ce4,5f3eeb74bfbc021a779796d2,APPROVED,2021-03-24 20:49:34.573000,2021-03-24 21:12:46.700000,1392.127,33,537,1,100,2021-03-27 14:15:34.409000,3900423D,none just my native langauge,United States,United States,Michigan (MI),Michigan (MI),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605ba6b52a6861ae6e923e2a,5f7058deeb83ab60bb836eae,APPROVED,2021-03-24 20:53:09.538000,2021-03-24 21:01:22.934000,493.396,20,419,2,100,2021-03-27 14:15:51.726000,3900423D,none just my native langauge,United States,United States,Wisconsin (WI),Wisconsin (WI),Unemployed (and job seeking),I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,Yes,I was raised with my native language only
605ba708c286ac8a5a456c39,604243ad9743df09e0f72587,APPROVED,2021-03-24 20:57:13.764000,2021-03-24 21:08:08.241000,654.477,32,106,0,100,2021-03-27 14:16:22.108000,3900423D,none just my native langauge,United States,United States,Michigan (MI),Michigan (MI),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605ba7649c17decf7f505731,5c904cd394f7e600192f9eb5,RETURNED,2021-03-24 20:56:09.975000,,433345.149129,40,418,6,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605ba89dc2749652874aed6d,5fbdde99e3096b24351dc1cb,RETURNED,2021-03-24 21:01:19.479000,,433035.645224,23,233,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605ba8a810d3343fd9d718c5,5c1dc77ee2d9150001b5b70e,APPROVED,2021-03-24 21:01:39.870000,2021-03-24 21:28:34.223000,1614.353,33,920,0,100,2021-03-27 14:18:07.631000,3900423D,none just my native langauge,United States,United States,Connecticut (CT),New York (NY),Full-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605ba91688d265c9f13498fe,5f985a6faf071810974a32f8,APPROVED,2021-03-24 21:05:45.900000,2021-03-24 21:17:51.776000,725.876,34,533,1,100,2021-03-27 14:18:42.860000,3900423D,none just my native langauge,United States,United States,Illinois (IL),Illinois (IL),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605baa3c8b9160854b9da221,605796ef0a4b32599655c385,APPROVED,2021-03-24 21:08:24.011000,2021-03-24 21:19:30.830000,666.819,22,33,0,100,2021-03-27 14:19:06.776000,3900423D,none just my native langauge,United States,United States,New Jersey (NJ),New Jersey (NJ),Unemployed (and job seeking),I only know English,White/Caucasian,White,English,,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605baa7fe3e08632406f5372,5f4c4dd50a92c286c1972f06,RETURNED,2021-03-24 21:09:24.432000,,432550.723333,24,465,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605bab2cc14bdf38d924952a,5e9b443223881d04be740737,APPROVED,2021-03-24 21:12:16.066000,2021-03-24 21:23:48.118000,692.052,28,843,0,100,2021-03-27 14:19:31.830000,3900423D,none just my native langauge,United States,United States,Michigan (MI),Michigan (MI),Full-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605babb0ad8b7bd0baa534a7,60555b56af1bc30f5d438bd2,APPROVED,2021-03-24 21:14:29.154000,2021-03-24 21:25:37.105000,667.951,25,34,0,100,2021-03-27 14:26:54.977000,3900423D,none just my native langauge,United States,United States,Pennsylvania (PA),Pennsylvania (PA),Part-Time,I know one other language in addition to English,White/Caucasian,White,English,,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605bac30cbf14d548142ef3f,5f8dbc2dbe6a9e10493e3d6e,APPROVED,2021-03-24 21:16:36.356000,2021-03-24 21:26:40.138000,603.782,31,432,0,100,2021-03-27 14:27:14.383000,3900423D,none just my native langauge,United States,United States,Massachusetts (MA),Massachusetts (MA),Full-Time,I only know English,White/Caucasian,White,English,DATA EXPIRED,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605bae1f58e3027232e51895,5484fd09fdf99b38dfb9645c,RETURNED,2021-03-24 21:24:51.809000,,431623.38408,32,1454,7,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605bae643dcba7c77c0085da,5f5328104f8d2d6363b0e4ee,RETURNED,2021-03-24 21:26:00.658000,,431554.535178,19,260,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605baff8a5b0e1e30e9d6a78,588e3172bc9f190001487eb8,APPROVED,2021-03-24 21:32:47.345000,2021-03-24 21:45:47.546000,780.201,36,333,0,100,2021-03-27 14:27:34.821000,3900423D,none just my native langauge,United States,United States,Ohio (OH),Ohio (OH),Unemployed (and job seeking),I only know English,White/Caucasian,White,English,N/A,English,No,none,No,I identify myself as a monocultural individual,United States,Female,No,I was raised with my native language only
605bb1536406d1cfdf9e97ae,5fc2c0cfdb80f9025c6b4810,RETURNED,2021-03-24 21:38:27.636000,,430807.566499,30,289,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
605bb2834baa61d922c77b69,601f04fb235cb14020c7a96f,APPROVED,2021-03-24 21:43:48.858000,2021-03-24 21:58:13.983000,865.125,23,115,2,99,2021-03-27 14:27:59.363000,3900423D,none just my native langauge,United States,United States,Michigan (MI),Michigan (MI),Unemployed (and job seeking),I only know English,White/Caucasian,White,English,,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
605bb4a096bada1f9ca5e7a1,5ddda819ca7466d2350d77c6,APPROVED,2021-03-24 21:52:37.289000,2021-03-24 22:05:29.972000,772.683,22,59,0,100,2021-03-27 14:28:21.641000,3900423D,none just my native langauge,United States,United States,Massachusetts (MA),Massachusetts (MA),Full-Time,I only know English,White/Caucasian,White,English,English,English,No,none,No,I identify myself as a monocultural individual,United States,Male,No,I was raised with my native language only
