soundname, nsyll, npause, dur (s), phonationtime (s), speechrate (nsyll/dur), articulation rate (nsyll / phonationtime), ASD (speakingtime/nsyll)
puertorican_match_interrogative-total-yn_David-leia-el-libro, 4, 0, 0.99, 0.99, 4.05, 4.05, 0.247
puertorican_match_interrogative-total-yn_Emilio-ama-la-marcha, 4, 0, 1.20, 1.20, 3.33, 3.33, 0.300
puertorican_match_interrogative-total-yn_Manuela-vende-el-carro, 5, 0, 1.16, 1.16, 4.31, 4.31, 0.232
puertorican_match_interrogative-total-yn_Maria-bebe-el-vino, 6, 0, 1.00, 1.00, 6.02, 6.02, 0.166
puertorican_match_interrogative-total-yn_Mariano-habla-del-tiempo, 6, 0, 1.27, 1.27, 4.71, 4.71, 0.212
puertorican_match_interrogative-total-yn_Marta-abre-el-regalo, 6, 0, 1.15, 1.15, 5.23, 5.23, 0.191
puertorican_mismatch_declarative-broad-focus_El-bebe-comia-muy-bien, 5, 0, 1.19, 1.19, 4.20, 4.20, 0.238
puertorican_mismatch_declarative-broad-focus_El-hombre-mira-la-luna, 6, 0, 1.19, 1.19, 5.03, 5.03, 0.199
puertorican_mismatch_declarative-broad-focus_El-nino-oye-el-rio, 2, 0, 1.14, 1.14, 1.75, 1.75, 0.571
puertorican_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris, 5, 0, 1.21, 1.21, 4.12, 4.12, 0.243
puertorican_mismatch_declarative-broad-focus_La-nina-lava-el-plato, 4, 0, 1.14, 1.14, 3.50, 3.50, 0.285
puertorican_mismatch_declarative-broad-focus_Mi-madre-come-la-fruta, 5, 0, 1.34, 1.34, 3.72, 3.72, 0.268
puertorican_mismatch_declarative-broad-focus_Mi-novio-viene-del-lago, 3, 0, 1.22, 1.22, 2.47, 2.47, 0.405
puertorican_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia, 5, 0, 1.23, 1.23, 4.08, 4.08, 0.245
puertorican_mismatch_declarative-narrow-focus_El-bebe-comia-muy-bien, 5, 0, 1.19, 1.19, 4.21, 4.21, 0.238
puertorican_mismatch_declarative-narrow-focus_El-hombre-mira-la-luna, 4, 0, 1.13, 1.13, 3.55, 3.55, 0.282
puertorican_mismatch_declarative-narrow-focus_El-nino-oye-el-rio, 3, 0, 1.11, 1.11, 2.71, 2.71, 0.368
puertorican_mismatch_declarative-narrow-focus_La-maestra-vive-en-Paris, 5, 0, 1.19, 1.19, 4.20, 4.20, 0.238
puertorican_mismatch_declarative-narrow-focus_La-nina-lava-el-plato, 5, 0, 1.14, 1.14, 4.39, 4.39, 0.228
puertorican_mismatch_declarative-narrow-focus_Mi-madre-come-la-fruta, 4, 0, 1.29, 1.29, 3.10, 3.10, 0.323
puertorican_mismatch_declarative-narrow-focus_Mi-novio-viene-del-lago, 5, 0, 1.23, 1.23, 4.06, 4.06, 0.247
puertorican_mismatch_declarative-narrow-focus_Mi-tia-odia-la-lluvia, 5, 0, 1.27, 1.27, 3.93, 3.93, 0.254
puertorican_mismatch_interrogative-partial-wh_Cuando-comia-la-fruta, 4, 0, 1.23, 1.23, 3.26, 3.26, 0.307
puertorican_mismatch_interrogative-partial-wh_Cuando-lavaba-el-plato, 5, 0, 1.22, 1.22, 4.09, 4.09, 0.244
puertorican_mismatch_interrogative-partial-wh_Cuando-miraba-la-luna, 4, 0, 1.10, 1.10, 3.64, 3.64, 0.274
puertorican_mismatch_interrogative-partial-wh_Por-que-desayuna-muy-bien, 3, 0, 1.26, 1.26, 2.38, 2.38, 0.420
puertorican_mismatch_interrogative-partial-wh_Por-que-odiaba-la-lluvia, 5, 0, 1.18, 1.18, 4.22, 4.22, 0.237
puertorican_mismatch_interrogative-partial-wh_Por-que-oia-el-rio, 1, 0, 0.99, 0.99, 1.01, 1.01, 0.990
puertorican_mismatch_interrogative-partial-wh_Por-que-venia-del-lago, 3, 0, 1.13, 1.13, 2.66, 2.66, 0.375
puertorican_mismatch_interrogative-partial-wh_Por-que-vivia-en-Paris, 4, 0, 1.04, 1.04, 3.86, 3.86, 0.259
puertorican_mismatch_interrogative-total-yn_El-bebe-comia-muy-bien, 3, 0, 1.22, 1.22, 2.46, 2.46, 0.406
puertorican_mismatch_interrogative-total-yn_El-hombre-mira-la-luna, 6, 0, 1.22, 1.22, 4.91, 4.91, 0.203
puertorican_mismatch_interrogative-total-yn_El-nino-oye-el-rio, 3, 0, 1.13, 1.13, 2.67, 2.67, 0.375
puertorican_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris, 8, 0, 1.31, 1.31, 6.09, 6.09, 0.164
puertorican_mismatch_interrogative-total-yn_La-nina-lava-el-plato, 6, 0, 1.16, 1.16, 5.18, 5.18, 0.193
puertorican_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta, 7, 0, 1.25, 1.25, 5.62, 5.62, 0.178
puertorican_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago, 6, 0, 1.26, 1.26, 4.75, 4.75, 0.210
puertorican_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia, 6, 0, 1.35, 1.35, 4.45, 4.45, 0.224
puertorican_question_filler_A-Jaime-le-gusta-su-piso, 8, 0, 1.54, 1.54, 5.21, 5.21, 0.192
puertorican_question_filler_Carlos-escribe-una-carta, 6, 0, 1.33, 1.33, 4.51, 4.51, 0.222
puertorican_question_filler_Carlos-trae-a-sus-hijos, 5, 0, 1.25, 1.25, 4.01, 4.01, 0.249
puertorican_question_filler_Carolina-baila-flamenco, 8, 0, 1.40, 1.40, 5.73, 5.73, 0.175
puertorican_question_filler_El-chico-escribia-una-carta, 6, 0, 1.43, 1.43, 4.20, 4.20, 0.238
puertorican_question_filler_El-equipo-gana-la-competencia, 9, 0, 1.60, 1.60, 5.62, 5.62, 0.178
puertorican_question_filler_El-estudiante-practica-deportes, 8, 0, 1.59, 1.59, 5.03, 5.03, 0.199
puertorican_question_filler_El-estudiante-toma-apuntes, 7, 0, 1.46, 1.46, 4.80, 4.80, 0.208
puertorican_question_filler_Ella-compra-una-mochila, 7, 0, 1.18, 1.18, 5.94, 5.94, 0.168
puertorican_question_filler_Felipe-no-tiene-contrasena, 8, 0, 1.56, 1.56, 5.13, 5.13, 0.195
puertorican_question_filler_Isabel-puede-apagar-la-luz, 7, 0, 1.40, 1.40, 5.00, 5.00, 0.200
puertorican_question_filler_Jaime-tenia-una-tienda, 4, 0, 1.23, 1.23, 3.25, 3.25, 0.307
puertorican_question_filler_Jose-visitaba-la-playa, 6, 0, 1.36, 1.36, 4.42, 4.42, 0.226
puertorican_question_filler_Juan-quiere-un-bistec, 5, 0, 0.92, 0.92, 5.43, 5.43, 0.184
puertorican_question_filler_La-chica-abre-su-libro, 5, 0, 1.29, 1.29, 3.88, 3.88, 0.258
puertorican_question_filler_La-vecina-sale-muy-temprano, 9, 0, 1.49, 1.49, 6.05, 6.05, 0.165
puertorican_question_filler_Lucia-compra-el-jabon, 7, 0, 1.36, 1.36, 5.13, 5.13, 0.195
puertorican_question_filler_Lucia-va-a-la-iglesia, 4, 0, 1.12, 1.12, 3.56, 3.56, 0.281
puertorican_question_filler_Maria-se-peina-en-la-manana, 6, 0, 1.53, 1.53, 3.92, 3.92, 0.255
puertorican_question_filler_Mi-amiga-mira-la-luna, 6, 0, 1.15, 1.15, 5.21, 5.21, 0.192
puertorican_question_filler_Mi-amigo-no-comia-pollo, 6, 0, 1.42, 1.42, 4.23, 4.23, 0.236
puertorican_question_filler_Mi-esposo-conoce-al-chico, 7, 0, 1.42, 1.42, 4.93, 4.93, 0.203
puertorican_question_filler_Mi-familia-cenaba-tarde, 6, 0, 1.42, 1.42, 4.22, 4.22, 0.237
puertorican_question_filler_Mi-hermano-cierra-la-puerta, 7, 0, 1.40, 1.40, 5.01, 5.01, 0.200
puertorican_question_filler_Mi-hija-prefiere-los-perros, 4, 0, 1.46, 1.46, 2.74, 2.74, 0.364
puertorican_question_filler_Mi-padre-cantaba-bien, 5, 0, 1.27, 1.27, 3.95, 3.95, 0.253
puertorican_question_filler_Mi-vecino-habla-mucho, 5, 0, 1.23, 1.23, 4.08, 4.08, 0.245
puertorican_question_filler_Mi-vecino-trae-comida, 6, 0, 1.34, 1.34, 4.49, 4.49, 0.223
puertorican_question_filler_Pablo-lavaba-su-coche, 6, 0, 1.25, 1.25, 4.81, 4.81, 0.208
puertorican_question_filler_Rogelio-cuida-a-los-ninos, 6, 0, 1.23, 1.23, 4.87, 4.87, 0.205
puertorican_question_filler_Sandra-corre-en-el-parque, 6, 0, 1.29, 1.29, 4.64, 4.64, 0.216
puertorican_question_filler_Sofia-no-quiere-la-revista, 6, 0, 1.41, 1.41, 4.26, 4.26, 0.235
puertorican_statement_filler_Alberto-nunca-se-afeita, 7, 0, 1.36, 1.36, 5.16, 5.16, 0.194
puertorican_statement_filler_Ana-practicaba-el-yoga, 6, 0, 1.22, 1.22, 4.92, 4.92, 0.203
puertorican_statement_filler_Cocinabas-por-la-noche, 6, 0, 1.10, 1.10, 5.45, 5.45, 0.183
puertorican_statement_filler_Compramos-en-el-supermercado, 8, 0, 1.50, 1.50, 5.33, 5.33, 0.188
puertorican_statement_filler_Compro-un-regalo-para-Navidad, 6, 0, 1.45, 1.45, 4.14, 4.14, 0.241
puertorican_statement_filler_Dibujabas-con-tu-amiga, 6, 0, 1.26, 1.26, 4.78, 4.78, 0.209
puertorican_statement_filler_El-abrigo-es-muy-barato, 6, 0, 1.17, 1.17, 5.11, 5.11, 0.196
puertorican_statement_filler_El-bano-no-es-muy-grande, 5, 0, 1.19, 1.19, 4.19, 4.19, 0.239
puertorican_statement_filler_El-equipo-practica-mucho, 7, 0, 1.39, 1.39, 5.03, 5.03, 0.199
puertorican_statement_filler_El-estudiante-odia-la-tarea, 9, 0, 1.61, 1.61, 5.58, 5.58, 0.179
puertorican_statement_filler_El-hombre-da-un-paseo, 4, 0, 1.21, 1.21, 3.30, 3.30, 0.303
puertorican_statement_filler_El-hotel-tiene-muchas-habitaciones, 9, 0, 1.67, 1.67, 5.38, 5.38, 0.186
puertorican_statement_filler_El-nino-habla-con-su-madre, 6, 0, 1.50, 1.50, 4.00, 4.00, 0.250
puertorican_statement_filler_Emilia-va-al-hospital, 4, 0, 1.10, 1.10, 3.63, 3.63, 0.275
puertorican_statement_filler_Hago-ejercicio-todos-los-dias, 8, 0, 1.56, 1.56, 5.14, 5.14, 0.194
puertorican_statement_filler_Isabel-duerme-por-muchas-horas, 8, 0, 1.61, 1.61, 4.96, 4.96, 0.202
puertorican_statement_filler_Juana-barria-el-piso, 4, 0, 1.11, 1.11, 3.59, 3.59, 0.279
puertorican_statement_filler_Karina-siempre-anda-en-bicicleta, 11, 0, 1.68, 1.68, 6.56, 6.56, 0.152
puertorican_statement_filler_La-abuela-plancha-la-ropa, 6, 0, 1.35, 1.35, 4.44, 4.44, 0.225
puertorican_statement_filler_La-ciudad-tiene-dos-bancos, 5, 0, 1.37, 1.37, 3.66, 3.66, 0.274
puertorican_statement_filler_La-discoteca-es-muy-buena, 5, 0, 1.21, 1.21, 4.12, 4.12, 0.243
puertorican_statement_filler_La-madre-pasa-la-aspiradora, 8, 0, 1.56, 1.56, 5.14, 5.14, 0.194
puertorican_statement_filler_La-nina-pinta-con-su-amiga, 7, 0, 1.42, 1.42, 4.93, 4.93, 0.203
puertorican_statement_filler_La-vista-de-la-casa-es-bonita, 7, 0, 1.67, 1.67, 4.20, 4.20, 0.238
puertorican_statement_filler_Las-chicas-dan-una-fiesta-hoy, 6, 0, 1.46, 1.46, 4.11, 4.11, 0.243
puertorican_statement_filler_Los-abuelos-compran-un-espejo, 8, 0, 1.73, 1.73, 4.62, 4.62, 0.216
puertorican_statement_filler_Los-ninos-ganan-el-partido, 8, 0, 1.51, 1.51, 5.30, 5.30, 0.189
puertorican_statement_filler_Luis-trabaja-todo-el-dia, 6, 0, 1.34, 1.34, 4.47, 4.47, 0.223
puertorican_statement_filler_Mateo-piensa-en-las-compras, 7, 0, 1.57, 1.57, 4.46, 4.46, 0.224
puertorican_statement_filler_Nadamos-en-la-piscina-por-la-tarde, 9, 0, 1.96, 1.96, 4.60, 4.60, 0.218
puertorican_statement_filler_Roberto-cocina-por-la-manana, 6, 0, 1.52, 1.52, 3.95, 3.95, 0.253
puertorican_statement_filler_Tu-cumpleanos-es-manana, 7, 0, 1.34, 1.34, 5.21, 5.21, 0.192
