instructions_2afc_loop.thisRepN,instructions_2afc_loop.thisTrialN,instructions_2afc_loop.thisN,instructions_2afc_loop.thisIndex,instructions_2afc_loop.ran,instructions_text,continue_text,participant,What variety of Spanish are you most familiar with?*,What variety of English do you speak?*,At what age did you begin learning Spanish?*,Are you proficient in any languages other than English/Spanish (yes/no)?*,date,expName,psychopyVersion,OS,frameRate,key_resp_2afc_practice.keys,key_resp_2afc_practice.corr,key_resp_2afc_practice.rt,trials_2afc_practice_loop.thisRepN,trials_2afc_practice_loop.thisTrialN,trials_2afc_practice_loop.thisN,trials_2afc_practice_loop.thisIndex,trials_2afc_practice_loop.ran,path,correct_response,the_col,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,item_num,andalusian,argentine,castilian,chilean,cuban,mexican,peruvian,puertorican,key_resp_ac1.keys,key_resp_ac1.corr,key_resp_ac1.rt,ac1_loop.thisRepN,ac1_loop.thisTrialN,ac1_loop.thisN,ac1_loop.thisIndex,ac1_loop.ran,instructions_lextale_loop.thisRepN,instructions_lextale_loop.thisTrialN,instructions_lextale_loop.thisN,instructions_lextale_loop.thisIndex,instructions_lextale_loop.ran,key_resp_lextale_practice.keys,key_resp_lextale_practice.corr,key_resp_lextale_practice.rt,trials_lextale_practice_loop.thisRepN,trials_lextale_practice_loop.thisTrialN,trials_lextale_practice_loop.thisN,trials_lextale_practice_loop.thisIndex,trials_lextale_practice_loop.ran,stim,word,prac_button_real,prac_button_false,key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,trials_lextale_loop.thisRepN,trials_lextale_loop.thisTrialN,trials_lextale_loop.thisN,trials_lextale_loop.thisIndex,trials_lextale_loop.ran,button_real,button_false,key_resp_ac2.keys,key_resp_ac2.corr,key_resp_ac2.rt,check_pass,check_fails,ac2_loop.thisRepN,ac2_loop.thisTrialN,ac2_loop.thisN,ac2_loop.thisIndex,ac2_loop.ran,slider_eq_trial.response,trials_eq_loop.thisRepN,trials_eq_loop.thisTrialN,trials_eq_loop.thisN,trials_eq_loop.thisIndex,trials_eq_loop.ran,item,is_test_item,is_distractor,is_agree_score,is_disagree_score
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.06626,0,4,4,4,1,0,joten,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.20392,0,5,5,5,1,0,sacapuntas,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.166915,0,6,6,6,1,0,priba,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.12261,0,7,7,7,1,0,pelasula,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.331675,0,8,8,8,1,0,bien,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.012185,0,9,9,9,1,0,casa,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.16694,0,10,10,10,1,0,lejo,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.150145,0,11,11,11,1,0,pretantas,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,merodear,,,0,0,0.550555,0,0,0,27,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,prisa,,,1,1,0.283385,0,1,1,88,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,bisagra,,,0,0,0.0336,0,2,2,24,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,acantilado,,,0,0,0.039275,0,3,3,87,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,tergiversar,,,0,0,0.049915,0,4,4,5,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,lacayo,,,0,0,0.000305,0,5,5,21,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,escuto,,,0,1,0.032645,0,6,6,83,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,hacha,,,0,0,0.03328,0,7,7,8,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,esposante,,,0,1,0.03944,0,8,8,62,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,cadeña,,,0,1,0.003805,0,9,9,7,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,hormiga,,,0,0,0.06646,0,10,10,79,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,granuja,,,0,0,0.04386,0,11,11,36,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,pésimo,,,0,0,0.104855,0,12,12,6,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,ávido,,,0,0,0.056435,0,13,13,19,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,pozo,,,0,0,0.06658,0,14,14,80,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,pandilla,,,0,0,0.012695,0,15,15,30,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,frondoso,,,0,0,0.071595,0,16,16,77,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,empirador,,,0,1,0.10037,0,17,17,81,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,alegre,,,0,0,0.077985,0,18,18,67,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,pauca,,,0,1,0.11649,0,19,19,32,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,grodo,,,0,1,0.05568,0,20,20,86,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,laúd,,,0,0,0.08316,0,21,21,84,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,pulmones,,,0,0,0.10265,0,22,22,2,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,vegada,,,0,1,0.15014,0,23,23,52,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,estornudar,,,0,0,0.061715,0,24,24,37,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,matar,,,0,0,0.023885,0,25,25,59,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,barato,,,0,0,0.06663,0,26,26,85,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,atar,,,0,0,0.072305,0,27,27,75,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,martillo,,,0,0,0.09014,0,28,28,45,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,polvoriento,,,0,0,0.105545,0,29,29,70,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,nevar,,,0,0,0.070645,0,30,30,54,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,abracer,,,0,1,0.118855,0,31,31,15,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,camisa,,,0,0,0.13424,0,32,32,51,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,tiburón,,,0,0,0.12824,0,33,33,76,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,lampera,,,0,1,0.099985,0,34,34,22,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,secuestro,,,0,0,0.13059,0,35,35,25,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,yunque,,,0,0,0.13297,0,36,36,13,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,canela,,,0,0,0.11755,0,37,37,42,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,jilguero,,,0,0,0.01684,0,38,38,44,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,flamida,,,0,1,0.28369,0,39,39,49,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,seda,,,0,0,0.02367,0,40,40,60,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,antar,,,0,1,0.055655,0,41,41,9,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,fatacidad,,,0,1,0.065315,0,42,42,31,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,terzo,,,0,1,0.09405,0,43,43,0,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,alfombra,,,0,0,0.10304,0,44,44,39,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,capillo,,,0,1,0.0549,0,45,45,20,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,cabello,,,0,0,0.056485,0,46,46,66,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,brecedad,,,0,1,0.058215,0,47,47,18,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,guante,,,0,0,0.072735,0,48,48,82,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,batillón,,,1,0,0.119705,0,49,49,3,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,ladrón,,,0,0,0.03517,0,50,50,47,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,decar,,,0,1,0.053555,0,51,51,28,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,acutación,,,0,1,0.07655,0,52,52,26,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,pellizcar,,,0,0,0.033435,0,53,53,1,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,cartinar,,,0,1,0.05068,0,54,54,46,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,cenefa,,,0,0,0.067085,0,55,55,10,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,cadallo,,,0,1,0.04514,0,56,56,41,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,besar,,,0,0,0.055205,0,57,57,58,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,zapato,,,0,0,0.000295,0,58,58,4,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,temblo,,,0,1,0.037725,0,59,59,69,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,clavel,,,0,0,0.000355,0,60,60,89,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,helar,,,0,0,0.02295,0,61,61,12,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,loro,,,0,0,0.016205,0,62,62,35,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,tropaje,,,0,1,0.04923,0,63,63,78,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
,,,,,,,jvc198,Mexican,Southern English,15,no,2021-02-14_13h41.01.370,empathy_intonation_perc,2020.2.10,MacIntel,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,bizcocho,,,0,0,0.734575,0,64,64,64,1,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,
