stim_n,sentence_type,condition,prompt,sentence,color,stim_loop.thisRepN,stim_loop.thisTrialN,stim_loop.thisN,stim_loop.thisIndex,fillers_loop.thisRepN,fillers_loop.thisTrialN,fillers_loop.thisN,fillers_loop.thisIndex,text_stim_stim_n.started,text_stim_stim_n.stopped,text_stim_sentence_type.started,text_stim_sentence_type.stopped,text_stim_condition.started,text_stim_condition.stopped,text_stim_prompt.started,text_stim_prompt.stopped,text_stim_sentence.started,text_stim_sentence.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11,statement,A,filler,La abuela plancha la ropa.,white,,,,,0,10,10,10,422.5287456000224,None,422.5287456000224,None,422.5287456000224,None,422.5287456000224,None,422.5629362000618,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
12,statement,C,filler,Los abuelos compran un espejo.,white,,,,,0,11,11,11,425.7117775999941,None,425.7117775999941,None,425.7117775999941,None,425.7117775999941,None,425.72799619997386,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
13,statement,A,filler,El niño habla con su madre.,white,,,,,0,12,12,12,431.27839350001886,None,431.27839350001886,None,431.27839350001886,None,431.27839350001886,None,431.29295310005546,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
14,statement,B,filler,Hago ejercicio todos los días. ,white,,,,,0,13,13,13,434.92911540006753,None,434.92911540006753,None,434.92911540006753,None,434.92911540006753,None,434.96132780006155,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
15,statement,A,filler,La vista de la casa es bonita.,white,,,,,0,14,14,14,438.82814270001836,None,438.82814270001836,None,438.82814270001836,None,438.82814270001836,None,438.8774418999674,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
16,statement,B,filler,El baño no es muy grande. ,white,,,,,0,15,15,15,442.61067580000963,None,442.61067580000963,None,442.61067580000963,None,442.61067580000963,None,442.64380640001036,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
17,statement,A,filler,Compro un regalo para Navidad.,white,,,,,0,16,16,16,449.8443665000377,None,449.8443665000377,None,449.8443665000377,None,449.8443665000377,None,449.8774459999986,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
18,statement,C,filler,Tu cumpleaños es mañana.,white,,,,,0,17,17,17,453.6935459000524,None,453.6935459000524,None,453.6935459000524,None,453.6935459000524,None,453.72752850002144,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
19,statement,C,filler,Nadamos en la piscina por la tarde.,white,,,,,0,18,18,18,457.2272465999704,None,457.2272465999704,None,457.2272465999704,None,457.2272465999704,None,457.2614948999835,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
20,statement,A,filler,Karina siempre anda en bicicleta.,white,,,,,0,19,19,19,461.50955570000224,None,461.50955570000224,None,461.50955570000224,None,461.50955570000224,None,461.54324669996276,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
21,statement,B,filler,Los niños ganan el partido.,white,,,,,0,20,20,20,465.7267002000008,None,465.7267002000008,None,465.7267002000008,None,465.7267002000008,None,465.7424777999986,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
22,statement,A,filler,Cocinabas por la noche.,white,,,,,0,21,21,21,469.5927286000224,None,469.5927286000224,None,469.5927286000224,None,469.5927286000224,None,469.6259916999843,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
23,statement,A,filler,Dibujabas con tu amiga.,white,,,,,0,22,22,22,478.8420813999837,None,478.8420813999837,None,478.8420813999837,None,478.8420813999837,None,478.8759310999885,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
24,statement,C,filler,El hombre da un paseo. ,white,,,,,0,23,23,23,483.0416858000681,None,483.0416858000681,None,483.0416858000681,None,483.0416858000681,None,483.0761308000656,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
25,statement,A,filler,Compramos en el supermercado.,white,,,,,0,24,24,24,486.45829029998276,None,486.45829029998276,None,486.45829029998276,None,486.45829029998276,None,486.49172270006966,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
26,statement,B,filler,Mateo piensa en las compras.,white,,,,,0,25,25,25,520.9901765000541,None,520.9901765000541,None,520.9901765000541,None,520.9901765000541,None,521.0233805000316,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
27,statement,A,filler,Emilia va al hospital.,white,,,,,0,26,26,26,524.7394019999774,None,524.7394019999774,None,524.7394019999774,None,524.7394019999774,None,524.7735035000369,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
28,statement,C,filler,El hotel tiene muchas habitaciones. ,white,,,,,0,27,27,27,527.8562721000053,None,527.8562721000053,None,527.8562721000053,None,527.8562721000053,None,527.8903970000101,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
29,statement,A,filler,El abrigo es muy barato. ,white,,,,,0,28,28,28,533.6222220000345,None,533.6222220000345,None,533.6222220000345,None,533.6222220000345,None,533.6560921999626,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
30,statement,B,filler,La discoteca es muy buena.,white,,,,,0,29,29,29,537.4391732000513,None,537.4391732000513,None,537.4391732000513,None,537.4391732000513,None,537.4721105999779,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
31,statement,A,filler,La ciudad tiene dos bancos.,white,,,,,0,30,30,30,540.3886139000533,None,540.3886139000533,None,540.3886139000533,None,540.3886139000533,None,540.4228358999826,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
32,statement,C,filler,Luis trabaja todo el día.,white,,,,,0,31,31,31,545.287912299973,None,545.287912299973,None,545.287912299973,None,545.287912299973,None,545.3396995000076,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
33,question,C,filler,¿Ella compra una mochila?,white,,,,,0,32,32,32,551.0896838000044,None,551.0896838000044,None,551.0896838000044,None,551.0896838000044,None,551.1034199000569,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
34,question,A,filler,¿Mi padre cantaba bien?,white,,,,,0,33,33,33,561.9042098000646,None,561.9042098000646,None,561.9042098000646,None,561.9042098000646,None,561.9202264000196,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
35,question,B,filler,¿La vecina sale muy temprano? ,white,,,,,0,34,34,34,565.7377563000191,None,565.7377563000191,None,565.7377563000191,None,565.7377563000191,None,565.7705978000304,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
36,question,A,filler,¿Mi amiga mira la luna?,white,,,,,0,35,35,35,570.3204813000048,None,570.3204813000048,None,570.3204813000048,None,570.3204813000048,None,570.3365842000348,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
37,question,B,filler,¿Lucía va a la iglesia?,white,,,,,0,36,36,36,574.4203178000171,None,574.4203178000171,None,574.4203178000171,None,574.4203178000171,None,574.4362470000051,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
38,question,A,filler,¿Mi vecino habla mucho?,white,,,,,0,37,37,37,578.9536803000374,None,578.9536803000374,None,578.9536803000374,None,578.9536803000374,None,578.9870892000617,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
39,question,C,filler,¿El estudiante toma apuntes?,white,,,,,0,38,38,38,582.9032004000619,None,582.9032004000619,None,582.9032004000619,None,582.9032004000619,None,582.9370683999732,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
40,question,A,filler,¿La chica abre su libro?,white,,,,,0,39,39,39,587.0016348999925,None,587.0016348999925,None,587.0016348999925,None,587.0016348999925,None,587.0535878000082,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
41,question,B,filler,¿Sandra corre en el parque?,white,,,,,0,40,40,40,590.9026523999637,None,590.9026523999637,None,590.9026523999637,None,590.9026523999637,None,590.9364036000334,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
42,question,A,filler,¿Mi amigo no comía pollo?,white,,,,,0,41,41,41,595.1186101000058,None,595.1186101000058,None,595.1186101000058,None,595.1186101000058,None,595.1692183000268,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
43,question,C,filler,¿Carlos escribe una carta?,white,,,,,0,42,42,42,598.7022279000375,None,598.7022279000375,None,598.7022279000375,None,598.7022279000375,None,598.7357449000701,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
44,question,A,filler,¿Jose visitaba la playa?,white,,,,,0,43,43,43,604.7184514000546,None,604.7184514000546,None,604.7184514000546,None,604.7184514000546,None,604.7521695999894,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
45,question,B,filler,¿Mi hermano cierra la puerta?,white,,,,,0,44,44,44,608.0187559999758,None,608.0187559999758,None,608.0187559999758,None,608.0187559999758,None,608.0520588000072,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
46,question,A,filler,¿El chico escribía una carta?,white,,,,,0,45,45,45,613.4683202999877,None,613.4683202999877,None,613.4683202999877,None,613.4683202999877,None,613.5017195000546,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
47,question,C,filler,¿Mi vecino trae comida?,white,,,,,0,46,46,46,618.451287599979,None,618.451287599979,None,618.451287599979,None,618.451287599979,None,618.4848594999639,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
48,question,A,filler,¿Carlos trae a sus hijos? ,white,,,,,0,47,47,47,623.0178153000306,None,623.0178153000306,None,623.0178153000306,None,623.0178153000306,None,623.0510174999945,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
49,question,B,filler,¿Jaime tenía una tienda?,white,,,,,0,48,48,48,626.6180454000132,None,626.6180454000132,None,626.6180454000132,None,626.6180454000132,None,626.6518348000245,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
50,question,A,filler,¿Juan quiere un bistec?,white,,,,,0,49,49,49,630.0511083999882,None,630.0511083999882,None,630.0511083999882,None,630.0511083999882,None,630.0847578999819,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
51,question,A,filler,¿Carolina baila flamenco? ,white,,,,,0,50,50,50,633.35019440006,None,633.35019440006,None,633.35019440006,None,633.35019440006,None,633.3839135000017,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
52,question,B,filler,¿Mi familia cenaba tarde?,white,,,,,0,51,51,51,636.6668422999792,None,636.6668422999792,None,636.6668422999792,None,636.6668422999792,None,636.700254800031,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
53,question,C,filler,¿Pablo lavaba su coche? ,white,,,,,0,52,52,52,644.9670498999767,None,644.9670498999767,None,644.9670498999767,None,644.9670498999767,None,645.0002206000499,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
54,question,A,filler,¿El equipo gana la competencia?,white,,,,,0,53,53,53,648.9832105999812,None,648.9832105999812,None,648.9832105999812,None,648.9832105999812,None,648.9992528000148,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
55,question,C,filler,¿Rogelio cuida a los niños? ,white,,,,,0,54,54,54,658.1329965000041,None,658.1329965000041,None,658.1329965000041,None,658.1329965000041,None,658.1660504000029,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
56,question,A,filler,¿Maria se peina en la mañana?,white,,,,,0,55,55,55,662.0824044999899,None,662.0824044999899,None,662.0824044999899,None,662.0824044999899,None,662.1161623999942,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
57,question,B,filler,¿Lucía compra el jabón?,white,,,,,0,56,56,56,681.8648014999926,None,681.8648014999926,None,681.8648014999926,None,681.8648014999926,None,681.8806756000267,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
58,question,A,filler,¿A Jaime le gusta su piso?,white,,,,,0,57,57,57,685.4978797000367,None,685.4978797000367,None,685.4978797000367,None,685.4978797000367,None,685.5136611000635,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
59,question,C,filler,¿Isabel puede apagar la luz?,white,,,,,0,58,58,58,689.4982494000578,None,689.4982494000578,None,689.4982494000578,None,689.4982494000578,None,689.51277390006,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
60,question,A,filler,¿Felipe no tiene contraseña?,white,,,,,0,59,59,59,693.813489299966,None,693.813489299966,None,693.813489299966,None,693.813489299966,None,693.8479434000328,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
61,question,B,filler,¿El estudiante practica deportes?,white,,,,,0,60,60,60,697.7969910000684,None,697.7969910000684,None,697.7969910000684,None,697.7969910000684,None,697.8300240000244,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
62,question,A,filler,¿Sofia no quiere la revista?,white,,,,,0,61,61,61,701.7963778000558,None,701.7963778000558,None,701.7963778000558,None,701.7963778000558,None,701.8470673999982,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
63,question,C,filler,¿Mi esposo conoce al chico?,white,,,,,0,62,62,62,710.6134862999897,None,710.6134862999897,None,710.6134862999897,None,710.6134862999897,None,710.6467137000291,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
64,question,A,filler,¿Mi hija prefiere los perros?,white,,,,,0,63,63,63,714.9964712000219,None,714.9964712000219,None,714.9964712000219,None,714.9964712000219,None,715.0292853000574,None,salvador,001,2020_Nov_22_1933,text_stim_for_audio,2020.2.5,60.05728263888077,
