e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20
598.3,606.5,628.2,622.2,601.1,546.9,518.9,493.9,486,473.2,480.2,522.4,534.4,573.5,627.5,675.2,704.9,743.8,740.7,781.3
587.8,578.7,594.8,606.1,529.5,506.4,521.1,518.8,523.2,532.3,543.8,531.4,491.2,475.5,441.7,450.4,428.9,432.6,440.1,455.7
589.4,649.1,646.6,618.2,579.8,527.6,494.6,467.2,475.1,483.2,497.3,510.5,496.3,524.7,604.9,704.7,732.1,755.4,824.9,867.2
558.9,596.3,649.6,651.8,601.7,534.7,469.7,422.9,352.2,330.9,325.6,343.6,326.1,321.7,310.3,315.5,386.1,428,472.3,522.5
807.3,781.7,678.1,637.4,611.5,636.4,624,548.5,549,523.6,517.1,514.5,509.1,500.1,505.7,530.2,532,632.5,636.3,667.2
514.8,500.3,500.4,495.5,477.1,467.4,457,452,462.8,480.1,483.4,493.2,495.9,497.6,520.5,514.5,544.7,563.1,607.4,609.1
563.1,621.7,712.7,676.6,608.1,535.3,491.9,471.5,469.4,478.9,471.6,460.1,457.5,435.7,454.3,469.3,478.9,498.4,511.5,539.1
657.5,643.2,581.9,483.2,459.4,412.4,396.9,401,418.3,446.6,467.1,461.2,459,506.7,562.4,579.7,559.8,603.1,629.8,633.3
586,572.6,564.5,561.1,526.1,501.4,477.9,448.5,436.9,434.7,469,474.7,476.2,468.7,476,473.9,475,493.2,527.6,562.6
654.2,726,747.1,738.9,705.6,634.3,563.6,577.9,605.8,597.1,585.3,554.5,557.7,543.5,518.4,516.1,535.6,577.5,609.4,652.8
510.1,526.4,507.3,522.8,520.4,496.1,537.5,564.9,547.8,543.7,571.1,601.5,659.2,706.5,728.3,763.6,800.7,808.1,883.2,1014.8
591.9,638.7,592.7,582.8,547.4,513,475.8,477.9,463.5,424.6,409.6,392,374.4,371.1,385.2,377.1,392.6,417.6,434.4,474.6
649.8,592.9,615.6,598.2,557.1,482.1,463.8,468.1,459.5,488.7,489.9,472.1,464.5,479.2,479.9,545.1,574.7,559.3,584.6,600.4
500.2,523.1,540.9,601.1,633.6,640.4,583.3,575.6,528.8,527.9,521.2,509.3,566.1,667.7,711.4,747.8,773.9,810.4,823.3,844.6
534.8,542,548.8,550.9,496.8,466.6,501.2,531.2,531.1,470.1,453.8,428.2,461.4,480.5,483.5,540,574.8,580.2,580.5,587.2
581.5,588.7,545.8,502.3,508,562.9,567.9,597.2,603.9,589,495.1,436.4,378,363.6,376.7,396.2,420.4,441.7,472,498.9
690.5,695.9,636,628.9,558.9,506.6,503.4,479.1,470.6,461.3,457.8,439.9,424.7,443.2,454.8,478.6,537,544.1,558.1,598.4
719,773.9,801,729,712.1,617.4,534.1,462,470.5,473.6,477.4,480.3,475.8,486.8,486.1,489.1,500.6,539.8,590.9,627.9
633.9,638.1,580.8,526.9,482.1,463.4,454.4,453.6,465.2,466.8,466.2,473.8,472.6,475.6,493.3,489.5,519.4,557.3,627.5,685.7
612.8,557.7,547,494.4,496,480.6,452.4,453.3,485.1,400.1,377,370.3,402.3,420.8,467.5,495.5,494.6,514.2,572.5,601.9
665.8,709.2,703,641.6,545.2,500.9,444.1,416.7,443.2,426.3,459,499.8,520.6,630.8,629.1,631,678.2,839.8,899,913
569.7,587.4,606.1,601.6,585,577.8,550.9,523.6,505.2,507.5,487.2,494.5,491.1,481.4,484.3,496.5,496.9,506.7,526.9,551.5
557,570.5,530.3,519.3,492.9,460.4,428.8,392.9,402.7,406.3,419.5,433.3,416,404.4,391.5,387.5,381,362.7,379.2,379.8
704.4,614.9,657.8,631.2,616.7,604.5,599.8,606.4,572.4,489.7,479.1,485.1,494.1,491.9,488.3,508.3,525.3,575.7,617,623.4
735.1,703,705.9,652.1,647,554.7,532.9,497.9,480.2,489.8,524.5,568.2,586.9,632.4,655.4,706.6,780.6,813.3,872,912.5
714.5,650.7,655.6,629,577.7,609.1,587.3,567.7,516.3,473,503,479.6,484.1,477.4,487.5,503.3,501,541.6,623.5,582
659.5,682.2,700.6,705.3,707.8,654.4,590,554.7,507.8,454.2,452.1,433.3,418.5,419.1,445.1,499.5,521,651.7,708.2,735.7
619,624.9,577.4,509.6,428.8,412.7,403.6,365.2,352.7,350.9,347.6,350.1,350.5,331.2,349.3,363.8,377.2,399.7,466.2,528.2
700.7,789.4,812.3,813.7,731,679.9,628.5,551.9,495.6,483.5,483.7,475.5,477.9,474.2,468.4,489.6,522.9,553.6,610.3,643.4
672.5,683,743.7,767.1,760,759.1,703.1,594.4,556,484.6,473.8,436.7,453.9,461.2,500.6,602.8,673.6,735.7,784.1,801.2
378.4,377.2,352.8,346.8,351.4,354.6,354.1,398.3,438,495.4,545.6,575,582.5,591.3,609.8,648,628.8,601.1,615.8,663.3
404.7,372.2,340.5,323.6,313,310.5,326.5,315.8,313.5,344.4,384,411.2,471.8,550.2,584.6,625.5,665.5,712.7,690,798.2
472.1,432.7,460.1,455.3,451.6,419.4,416.3,407,405.5,419.6,448,456.8,504.7,563.3,616.4,633.1,648.3,740.5,807.5,1021.6
343.8,340.6,335.7,366.8,348,334.4,369.3,447.5,493.9,532.4,618.6,642,694.8,744.4,729,734.1,775.1,863.5,842.5,627.2
397.1,381.9,350.7,345.3,333.9,348.2,358.9,368.3,375.5,422.1,437,442.7,511.3,581.7,593.4,638.7,754.4,854.8,965,1068.3
434.4,427.6,447.3,445.2,454.6,469.1,487.4,505.1,516,528.5,522.6,517.6,558.9,583.3,610.1,578.5,623.1,788.3,837.2,741.6
474.3,474.2,444.4,427,425.4,487.6,505.7,544,582.3,621.5,647.5,677.8,686.6,662.4,638.7,643.1,755.8,827.5,907.9,957.6
309.5,310,300.2,303.5,289.3,283.4,286.8,284.4,284.2,294.9,316.3,348.2,373.9,413,511.2,589.3,652.7,729.7,766,886
382,407.4,417.5,409.7,383.1,374.7,382.3,400.7,421.9,440.9,501.1,534.9,566.1,571.1,560.6,478.4,511.3,559.2,608.7,655
440.6,380.4,355.7,326.8,312.7,305.8,306.7,304.9,304.5,307.9,308.4,324.5,350,407.9,464.8,700.3,772.6,786.7,700.6,734.3
488.5,436.2,429.1,414.1,404.7,379.5,377.8,390.9,405.2,397,404,431.1,480.1,532.6,610.8,808.3,858.7,972.3,955.1,1043.5
463.2,415.6,381.1,384,366.8,375,391.6,473.1,535.9,603.8,651.9,662.4,703.1,752.5,760.7,760.9,819,870.4,814.7,764.5
347.1,325.2,305.7,292.3,299.3,322.7,324.9,332.2,346.2,358.9,400.8,447.5,446,513.5,545.8,615.9,684.6,735.8,818.9,883.9
510,503.2,477.6,474.1,473,476.9,485.8,497.1,507.6,502.1,498.7,518.7,547.9,577.5,593.2,586.5,728.9,726.8,718.6,757.3
451.9,470,465.5,489.3,493.2,491.3,513.7,537.4,577.1,634.2,710.5,750,744.6,713.5,662.6,737.1,924.5,1081.8,1094.5,1036.5
298.6,297.5,280.2,275.3,270,265.2,267,274.4,284.3,300.1,320.4,352.9,425.9,461.1,501.5,552.5,644.1,725.3,871.9,912
466.4,487.5,512.4,503,498.5,519.1,546.4,556.3,598.5,671.8,674.5,768.7,764.6,733.2,705.3,634.1,619.6,666.1,699.2,776.6
320,345.1,328.4,328.4,346.4,352.9,351.8,349.6,362.5,392.4,446.1,463.5,524.6,651.3,630.4,606.7,595.7,557.6,604.4,719.1
451.8,429.9,421.2,423.7,438.6,453.2,468.6,496.8,533.8,558.9,630.7,735.9,766.2,807.8,738.5,643.8,565.7,548.2,564.4,614.4
394.8,357.2,358.6,363.2,356.9,356.7,396.5,424.7,435.4,475.1,508.6,550.2,608.8,693.7,815.6,813.6,750.9,818,950.8,1037.3
444.8,417.4,403,394,392.6,390.6,394.3,400.1,412.3,431.2,448.7,478.4,532.7,609.2,639.7,612.1,620.3,698,713.8,810.2
438.6,477.3,468.7,428.1,400.6,399.8,391.8,403.6,422.1,441.9,457.6,468.3,499.8,526,579.9,713.4,918.2,875.3,866.1,889.2
476.8,465.4,449.3,408.8,386,362.1,359.8,362.5,368,379.8,392.3,406.1,414.4,430.4,475.8,559.6,765.9,827.1,907.6,852.6
367.1,360.8,357.9,377.7,358.8,353.8,360.8,370.4,389,405.9,398.8,404.2,437.9,498.9,661.2,709.1,639.9,566,603.8,692.1
408.2,361.8,370.4,377.6,382.8,397.8,404.6,416,444.5,457.4,468.8,498.3,564.6,652.4,682.3,683.4,775.3,892.6,922.7,965.5
367.6,375.2,318.9,321.1,320.5,315.1,302,289.3,292.1,314.2,338.4,349.9,358.7,390.6,416.3,488.5,516.5,542.4,564.4,545.6
520.8,460.1,453.2,434.8,415.9,422.4,447.7,429.7,441.2,448,492.6,569,641.3,679.8,675,682.5,702.5,810.4,923.1,1015.6
427,377.5,365.6,361.4,381.4,426.1,487.5,556.9,601.2,666,733.5,713,733.5,791.2,834.8,844,801.1,796.1,753.6,751.8
338.4,311.8,298.9,308.6,311.7,316,318.6,347.3,387.8,453.8,547.7,693.1,732.4,761.4,817.2,835.2,863,939.8,1005.3,1024.5
467.9,451.1,414.6,407,421.3,430.2,449.1,458.9,476.9,481.6,484.9,488.2,500.1,528.7,565.2,604.6,617.2,688.6,722.8,675.9
438.2,439.2,430.2,434.8,397.7,399,425.6,433.2,452.5,500.9,561.5,644.8,724.4,756.6,827.5,865.1,882.8,964.6,1014.1,1015.6
361.5,299.5,297.9,306.2,299.3,288.6,291.2,306.1,319.9,334.4,363.9,390.3,475.4,531.6,587.5,710.9,740.8,818.7,898.8,952.2
614.3,596.9,573.2,571.9,579.2,586.4,609,617.1,638.7,666,681.8,687.9,655.7,651.5,667.6,701.3,774.7,850.6,883,939.6
353.8,375.5,349.8,319.5,314.8,316.3,318.6,327.4,343.6,341.8,342,434.7,405.8,431.4,466,514,571.7,670.3,726.7,876.5
651.4,681.7,697.5,706.1,599.4,551.5,555.4,640.8,672.2,692.2,718.8,664.9,669.3,688.9,693.2,670.3,618.3,590.5,612.8,636
464.6,497.3,563.7,611.1,638.4,635.4,631.7,615.3,604.6,635.2,681.9,709.9,752,784.8,834.5,857.6,896.1,939.2,1025.1,1111.2
403.1,401.8,408.8,395.6,368.8,418.4,461.3,494.4,512.5,518.9,525.4,499.3,478.4,502.8,535.4,609.3,687.3,732.4,762.6,797.3
443.7,433.9,431.9,426.1,425.2,446.4,470,536.9,605.5,697.5,719.6,732.6,751.3,792.6,838.2,852.9,840.7,849.8,915.9,907.7
509.7,469.9,441.9,420.3,404.3,402.1,411.6,436.3,450.9,482.1,484.4,499.1,518.2,537.4,525,557.9,604.6,556.2,614.9,735.5
632.5,603.7,574.9,582.3,568.5,536.4,540.6,545.5,554.9,539.1,524.7,531.7,543.7,601.5,613.4,664.4,716.1,752.5,863.7,873.6
583.4,522.8,506.3,480.4,471.8,482.8,511,516.1,542.6,547.3,549.2,530.9,569.3,634.7,723.7,772.6,781,776.2,773.6,866.9
386.1,375,371.8,387.9,387.5,369.4,370.3,376.1,394.7,403.9,390.4,415.2,491.7,548.4,617.3,624.4,597.6,665.4,759.6,823.1
608.2,649.1,608.1,584.2,581.8,560.8,573.7,622.4,660.1,640.8,664.9,692.8,674.6,696.2,657.4,660.8,696.3,661.5,648.5,701.2
449.3,489.8,529.4,547.9,635.6,644.9,614.9,612.7,632.4,652.5,677.9,774.1,828.4,899.6,1033.5,1129.8,1197.9,1322.4,1388.3,1395.1
445.8,427,402,389.8,383.6,372.1,367.3,418.7,462.3,493.5,520.1,539.7,561.9,546.6,514.2,531.7,556,638.2,730.2,877
458.5,478.1,469.2,474,487.3,505.5,522.3,535.6,569.6,610.6,635,685.8,755.1,826.9,923.6,990.8,946.4,920.3,907.5,924.4
499.3,454.7,429.8,419.1,403.8,388.7,405.1,440.3,461,472.4,502.1,513.4,526.3,557.3,641.3,684.1,661.6,621.8,630.5,707.2
654.7,590.2,526.2,513.1,512.3,502.6,508.1,513.8,526.9,541.5,532.1,540.3,575.2,592.6,621.2,640.5,696.8,773.1,823.1,835.7
458.3,449.3,444,453.4,466.8,495.4,517.6,571.9,630.2,667.9,703.9,772,860.9,949.8,1044.2,936.6,926.1,915.5,932.3,899.1
353.4,318.4,273.8,275.5,285.1,287.7,297.1,305.8,325.7,353,405.8,490.9,597.9,667.1,690.9,878.2,909.5,855.8,808.7,772.9
402.7,408.8,389.1,386.9,386.2,377.4,402.7,426.2,444.6,462.5,511.7,553.4,598.4,655,707.2,854.4,871.3,910.9,997.8,1052.8
386.3,389.4,395.4,411.8,432.9,437.3,460.5,512.8,525,534.5,536.4,570.6,623.2,649.3,706,780.3,897.3,993.7,1124.4,1197.7
580.2,582.1,567.6,557.4,562.1,568.2,590.5,615.1,638.2,641,642.8,676.4,764.3,857,863.8,829,833.5,853.3,825.7,833.7
514.7,524.5,561.3,569.4,593.3,593.7,614.5,639.9,668.5,665,664.6,739.6,777.9,810,725.8,695.9,705.9,735.2,745.5,776.8
482.2,453.7,445,410.2,403.6,403.3,425.5,449.4,493,518.8,499.5,508.8,571,624,657.2,667.3,696.9,733.7,825.5,927.1
496.9,522.3,514.1,500.4,540.5,601.6,646.9,670.7,704.9,707.7,707,751.1,732.8,712.8,750.1,716.3,757.1,832.5,898.3,920.6
626.9,621.8,584.1,544.3,522.9,515.4,509.9,522.8,526.8,542.9,568.2,590,591.5,593,606.6,630.9,660.5,684,726.1,770.4
375.5,384,373,350.4,343.4,357.6,357.2,352.6,376.3,366.4,386.3,389.6,451.3,510.5,566.4,570.6,582,656.5,753.9,881.2
573.1,551.2,503.2,476,497.1,503.9,558.3,590.8,593.7,541.9,569.5,558.4,578.8,611,664.3,661.5,678.6,718.2,795.9,905.6
428,429,448.2,456.4,458.7,462.4,474.4,506.8,536.4,570.2,621.4,673,725.5,819.5,989.3,1141.7,1250.8,1256.1,1259.6,1336.5
443.3,392,363.5,345.6,342.9,350.4,360.1,410.6,527.8,542.3,572.2,654,644,651.3,644.8,659.2,730.2,801.1,840.4,856.4
417.3,385.9,375.7,370.6,374.7,378.3,391.6,413.5,428.5,499.6,557.5,591.2,671.2,742.2,789.3,821.7,808.7,807.9,801,819.6
480.6,443.3,433.9,434,451.3,467.7,481.8,495.4,523.1,539.2,552.5,583.5,639.7,706.8,712.5,734,738.2,789.9,865.9,858.7
637.3,561.5,532.9,508.9,498.3,502.1,499.7,531.1,519,510.3,495,499.1,539.5,568.7,623.8,654,714.3,708.5,725.5,783.1
522.3,504.7,555.8,566.9,591.8,603.8,618.4,662.1,689,766.2,794.9,809.7,830.9,837.5,838.7,847,826.5,837.1,874.6,889.7
411.5,410,450.6,469.1,481.3,479.7,459.4,448.6,421,398.9,383.6,399.7,427.5,408.9,400,390.6,395,387.7,385,393.8
385.9,386.7,400.7,423,414.7,408.3,398.9,383.8,390.4,378.2,374.7,364.6,369.9,374.1,368.2,376.7,375.9,389.1,386.5,393.2
569.1,540.6,537,509.7,516.2,536.8,548,555,541.7,536,522.7,490,485.6,479,471.9,476.6,490.6,500.1,514.3,539.9
414.5,426.8,450.9,510.6,539.7,568.8,548.2,535.5,532.1,536.4,531.3,499.3,455.2,414.8,423,423,436.1,445.1,445.9,464.7
497,487.6,475.3,507.3,528.3,530.1,523.3,536.7,533.5,529.9,523.5,525.9,510.9,522.2,526.7,524.2,525.3,535.4,552.7,559.4
460.6,436.8,436.8,434.3,443.9,450.7,464,476.9,491.3,508.3,524.8,532.3,507.6,490.6,468.2,442.7,464.9,479.7,486.8,486.3
400.9,402.3,416.9,433.7,442.9,454.9,459.7,457.1,471.1,472.2,472.9,493.7,522.3,523.1,521.6,533.8,534.9,553.9,575.4,589.3
511.4,522.4,552.9,573.1,577.3,563.6,540.9,496.8,456.6,420.6,418.2,405.4,390.5,378.3,370,359.2,365.7,377.6,381.4,397.6
466.9,454.8,456.1,442,453.6,446,446.9,458.4,477.3,506.5,546,571.4,576.9,518,474,478.5,475.7,466.6,473,480.7
436.8,454.3,466.6,509.7,546.8,567,550.2,545.8,520.8,486.9,470.2,448.3,402,406.5,398.9,391.6,404.6,413.6,418.6,424.8
453.2,484,494.6,502,522.1,544.2,560.3,530.5,508.3,490.2,468.1,424,388.5,360.7,350.7,341,338.5,342.6,343,351.9
463,490.2,526.4,561,571.8,555.1,546.7,542.5,529.3,551.3,544.3,520.3,502.7,494.7,498.5,494.2,496.6,501.8,508.2,515.4
461.9,468.5,505,535.6,546.3,538.2,540.1,558.4,570.4,560.6,567.5,547.3,520.9,506.1,504.7,488.7,508,520.2,559,578.9
523.7,547.9,574,575.1,570.7,569.9,564.9,583.9,608.3,617.6,599.3,525.5,495,464,442.4,428,417,416.7,418.5,422.9
506.6,536.1,570.9,585,600.9,596,585.5,600.8,607.6,630,667.8,713.5,709.6,705.1,663.8,690.6,699.8,726.4,759.6,774.3
456.6,464.9,482.2,519.8,547.8,547.1,506.8,509.6,493.9,511.2,513.2,536.2,559.6,503.8,434,442.4,444.3,466.2,467.8,468.9
507.8,496.7,542.2,551.2,570.2,552,521.3,516.6,538.1,535.2,507.8,459.2,420.9,406.8,405.5,416.9,428.5,425.9,421.9,429.7
560.5,555.6,563.1,570.4,533.9,521.1,524.2,518.6,531.1,513.8,484,408.6,392.3,376.1,384.8,380.9,385.4,389.1,406.3,408.9
422,427.4,437.6,469.3,472.2,448.5,422.3,419.6,394,402.5,404.3,383.5,380.2,378.1,391.6,372.3,379.3,383.3,388.9,393.3
520.2,497.1,474.2,474.9,467.6,480.4,503,501,473.7,459.7,467.7,466.2,486.2,514.2,527.6,554.6,574.6,580.5,598.2,614.1
414,435.6,424,397.1,405.3,389.1,372.4,345.4,320.9,314.3,270.7,248.8,250,261.6,260.1,253.4,248.7,262.9,270.8,267.6
383.7,401.6,436.3,464.5,475.9,465,459.8,439.9,456.8,459.9,438.8,428.4,432.7,436.8,424.3,434.8,457.3,450.7,445.6,450.9
486.6,484.1,498.3,520.1,523.8,497.1,466.3,464.9,441.8,422.2,402.9,354.9,344.2,329.2,331.2,336.7,340.2,343.3,346.7,358.7
436.2,452.1,467.3,493.6,502.2,487.3,449.5,424.1,405.5,397.3,346.4,302.1,306.5,309.8,322.4,320.8,334.9,369.3,360.7,383.9
350.8,380.5,407.7,437.3,476.6,481.1,489.4,472,475.4,476.4,466.2,471.3,451.9,411.7,412.3,408.5,403.3,409.9,409.5,409.7
541.8,530.1,524.8,525.2,517.8,512,518.2,521.9,518.7,503,513,486.5,472.9,466.6,445.2,436.3,414.3,405,411,417.5
476.6,448.4,430.5,412.5,413.8,412.7,411.2,406.2,400,394.8,391.9,401.2,389.9,375.9,383.6,371.1,374.2,379.6,396.6,416.7
418.9,437,468.6,503.9,540,523.8,503.6,479.6,479.2,476.9,462.2,464,469.8,475.6,468.4,472.2,470.7,471.3,469.3,465.9
515.2,525.4,550.4,576.3,560.1,550.6,552.2,544.8,532,523.8,490.4,435.2,414.4,415,428.6,442.1,447.3,473,486.6,520.6
502.4,511.6,533.6,528.3,514.1,512.8,508.5,488.6,461.5,430.9,417.9,410.2,417.8,420.2,417.3,385.8,380.3,378.8,385.3,375.7
439.5,449.2,468.9,496,520.9,523.8,561.3,553.4,555.4,574.7,579.5,566.3,537.7,528.1,524.3,527.7,546.6,552.8,584.3,624.7
615,626.5,608,617.8,584.8,545.5,529.8,471.4,390.4,342.2,321.7,286.7,272.9,276.9,281.1,288.6,294.4,301.7,318.8,343.2
448.7,527.8,563.7,617.6,628.6,618.2,591.8,576.1,545.6,545.3,514.1,459.5,421.9,415.2,416.9,406.5,410.7,419,427,432
449.6,489.7,525.6,565.5,560.2,558.2,540.5,531.2,517.3,463.3,427.9,420.9,385.6,372.4,374.4,377.6,381.1,389.5,410.7,436.8
407,415.3,428.8,434.4,440,450.5,499.7,509.2,506.6,486.1,449.9,450.4,411.9,402.2,390.1,380,374.7,370.7,359.4,364.6
520.5,513.7,526.2,526.2,494.8,495.9,495.8,496.4,496.5,490.4,531.1,536.5,536.1,525.4,533.5,545.3,568.4,562.2,597.9,609.6
396.6,335.7,332.6,354.3,410.1,458.3,468.1,475.4,503.5,506.8,521,541.8,520.3,512.2,526.8,534.1,542.4,570.2,598,637.5
504.5,540.8,572.3,584.9,588.2,593.9,616.8,587.8,578.8,587.6,576.9,575.1,553.6,538.6,556.3,594.9,607.2,626.1,652.5,694.7
536.7,565.1,570.1,566.4,556.9,543.5,511.2,480.5,462.4,445.5,410.4,388.5,354,352.8,354.5,355.2,352.3,352.3,347.8,346.5
629.5,650.3,667.6,648.1,649.3,615,604.7,582.3,549.1,515.9,492,479.3,463.3,449.1,449.1,450.2,452.5,456.9,462.1,468.9
485.6,571.4,616.9,641,667.3,644.4,615.4,648.6,614.8,567.4,510.7,437.7,421,407,390.7,382.8,396.8,412.7,419.1,431.4
514.2,530.4,551.1,537.4,542,545,515.9,461,429.9,404.6,388.1,385.4,386.2,403,411.1,429.8,452.3,503.3,544.8,583
530.3,530.1,511,503.6,492.1,477.1,475.5,465.5,442.3,434.8,435.7,446.6,431.5,416.7,420.5,428,429.4,427.2,427.4,437.1
506,517.1,521.4,530.1,565.2,626.4,618.1,629.3,626.3,611,572.9,569,550.3,542.8,533.8,538.7,554,572.3,618.6,659.2
596.7,599.2,588,564.2,572.5,603.5,613,608.3,568.3,557.5,554.7,569.6,589.9,569.3,561.6,578.4,610.2,646.3,654.5,664.6
505.4,543.1,567,551.3,546.8,547.9,550.7,554.5,528.9,529.2,522,523.4,561,608.1,601.5,601.3,611.4,623.9,651.5,667.4
422.4,457.3,517.6,555.5,586.3,546.5,532.3,494.9,483.1,451.5,431.2,393.2,371.2,360.2,360,359.2,366.9,374.3,376.2,381.3
637.4,651.6,659.1,661.3,648.8,638,651,644.4,634.2,637.8,614.8,605.3,606.2,602,596.2,582.1,583,579.3,588.9,599.6
454.6,470.1,500.2,512.6,517.1,525.4,523.2,528.7,533.6,561,580.9,595.4,646.7,650.3,687.5,742,822.3,848.5,838.3,832.2
521.6,547.4,559.4,559.2,560.7,540.6,518.8,534.2,511.4,529.1,513.4,510,501.5,515.2,527.9,531.5,545.3,589.6,617.9,618.9
392.4,407.9,424.4,426.2,426.6,417.2,442.2,473.3,501.2,505.7,450.9,410.6,376.8,370.5,358.7,353.6,363.9,363.2,365,368.6
481,493.3,520,527,524.4,508.5,527.3,533.2,533.6,528.5,518.8,499.7,481.7,459.8,452.1,473.4,478.5,477.1,475.1,477.3
457,517.3,526.2,537.1,548.7,527.8,513.2,487.4,495.4,490.3,472.1,461.9,453.1,455.6,461.9,472.9,484.1,509,532.8,542.8
405.8,421.6,405.4,411.8,416.4,413.2,394.8,370.5,360.9,365.8,373.1,391.8,406,426.2,437.3,449.9,460.4,468.8,471,474.2
445,462.6,484.3,484.6,487.7,503.4,488.3,484.9,470.8,464.7,443.5,420.1,406.8,379.8,388.6,400.7,433,448.3,494.7,484.8
437,460.3,479.9,477.4,488,507.7,490.3,472.7,445.3,416.5,420.6,435.8,455.1,473,501.4,523,552.5,581.7,597.3,617.2
436.1,467.1,504.4,538.9,565.2,539.2,514.3,482.9,482.6,482.1,500.8,472.1,446.3,440.8,432.1,437,444.1,453.7,460.8,465.5
426.9,456.2,513.2,556.7,588.5,603.9,577.2,572.1,582.3,551.6,518.6,492.5,478,465.5,466,453.8,452.5,452.7,444.1,435
506.8,496.1,471.7,496.3,481.5,502.7,501.6,519.6,501.2,509.7,503.3,489.1,449.4,449.1,402.9,389.6,397,419.7,445.2,457.1
461.9,456.4,487.5,511.7,560.9,585.2,565.9,545.3,543.2,538.8,550.2,537.7,531.5,536.6,540.9,535,559.8,571.2,589.4,612.8
489.9,470.9,462.9,440.5,456.7,472.3,493.6,481.1,499.1,480.4,502.4,514.5,528.3,533.1,541.7,537.5,542.9,572.3,572.8,575.9
559.3,563.1,548.1,519.1,524.5,522.2,525.4,527.8,537.2,565.8,601.8,617,626.7,652.8,672.8,684.7,710.3,760.4,792.8,824.6
443.3,432.2,450.1,465.5,491.2,506.7,481.9,469.8,457.9,427.6,404.2,361.5,334,304.3,307.3,316,319.5,324.2,328.3,328.1
552.5,567.3,607.3,635.2,606.3,596.4,600.4,634.8,597.8,572.9,532.9,487.3,478.9,465.3,471.7,476.7,475.4,489,510.3,524.7
616.2,637.2,664.3,688.8,690.6,689.4,674.6,675.9,665.9,658.3,625,638.6,621.7,636.7,659.5,636.8,654.8,680.3,692.8,714.3
