participant,effect,q_type,estimate,se,lextale_std,eq_std,q_sum
5e2ec46a316225000cf293ce,drift_rate,yn,1.4675278785,0.06028389470080617,-0.2901273504361474,-1.415976043102331,1
5e2ec46a316225000cf293ce,drift_rate,wh,0.707655366045,0.12970293378906342,-0.2901273504361474,-1.415976043102331,-1
5e2f131d0473500224f75035,boundary_separation,yn,1.986463,0.2976025889275296,-0.3638885412249985,0.16159688867284341,1
5e2f131d0473500224f75035,boundary_separation,wh,1.79270405,0.2561174314790995,-0.3638885412249985,0.16159688867284341,-1
5e2f131d0473500224f75035,drift_rate,yn,1.2810629485,0.10428041098319117,-0.3638885412249985,0.16159688867284341,1
5e2f131d0473500224f75035,drift_rate,wh,1.3616582835,0.09329032366013333,-0.3638885412249985,0.16159688867284341,-1
5e307b72ef67c706b15f4453,boundary_separation,yn,1.5699658885,0.2401564167718373,-0.21636615964729636,-0.3642607552522147,1
5e307b72ef67c706b15f4453,boundary_separation,wh,1.293311934,0.18557384100737573,-0.21636615964729636,-0.3642607552522147,-1
5e307b72ef67c706b15f4453,drift_rate,yn,1.316066798,0.050135291303753805,-0.21636615964729636,-0.3642607552522147,1
5e307b72ef67c706b15f4453,drift_rate,wh,1.27071935,0.04426756610411161,-0.21636615964729636,-0.3642607552522147,-1
5e387f2c0d70ef099d5e5a4f,boundary_separation,yn,1.46018648,0.20559633120416304,0.37372336666351186,0.6874545325979016,1
5e387f2c0d70ef099d5e5a4f,boundary_separation,wh,1.4231418475,0.21736464141357875,0.37372336666351186,0.6874545325979016,-1
5e387f2c0d70ef099d5e5a4f,drift_rate,yn,1.380900955,0.0447438986876743,0.37372336666351186,0.6874545325979016,1
5e387f2c0d70ef099d5e5a4f,drift_rate,wh,1.194152963,0.04388182510967507,0.37372336666351186,0.6874545325979016,-1
5e3dff6b8714b707b9a258b0,boundary_separation,yn,2.259572655,0.2803994917728886,-0.8802168767469557,-0.5145057963736599,1
5e3dff6b8714b707b9a258b0,boundary_separation,wh,2.422549115,0.3279976798019225,-0.8802168767469557,-0.5145057963736599,-1
5e3dff6b8714b707b9a258b0,drift_rate,yn,0.70547991835,0.10356463918304566,-0.8802168767469557,-0.5145057963736599,1
5e3dff6b8714b707b9a258b0,drift_rate,wh,0.376914101265,0.10418580333611592,-0.8802168767469557,-0.5145057963736599,-1
5e5e11aed2420e129dc155ce,boundary_separation,yn,1.865789065,0.24880299570425488,-0.2901273504361474,0.5372094914764564,1
5e5e11aed2420e129dc155ce,boundary_separation,wh,1.644432775,0.2099824997606997,-0.2901273504361474,0.5372094914764564,-1
5e5e11aed2420e129dc155ce,drift_rate,yn,1.263998541,0.09166195176073119,-0.2901273504361474,0.5372094914764564,1
5e5e11aed2420e129dc155ce,drift_rate,wh,1.3638739235,0.058914791229482046,-0.2901273504361474,0.5372094914764564,-1
5e85088b3f06400f3f75e21f,boundary_separation,yn,1.567306566,0.2083736509651062,-0.6589333043804025,-1.2657310019808856,1
5e85088b3f06400f3f75e21f,boundary_separation,wh,1.726538985,0.23756003280478996,-0.6589333043804025,-1.2657310019808856,-1
5e85088b3f06400f3f75e21f,drift_rate,yn,1.855962035,0.06271726495607537,-0.6589333043804025,-1.2657310019808856,1
5e85088b3f06400f3f75e21f,drift_rate,wh,1.488309845,0.06592442037459896,-0.6589333043804025,-1.2657310019808856,-1
5e88dc8c101fec57cb09fa3a,boundary_separation,yn,3.320138875,0.41585267776183094,-0.7326944951692537,0.16159688867284341,1
5e88dc8c101fec57cb09fa3a,boundary_separation,wh,1.399955685,0.18947317715586695,-0.7326944951692537,0.16159688867284341,-1
5e88dc8c101fec57cb09fa3a,drift_rate,yn,0.1051567299508,0.057250494681029454,-0.7326944951692537,0.16159688867284341,1
5e88dc8c101fec57cb09fa3a,drift_rate,wh,1.59813296,0.057085478003936076,-0.7326944951692537,0.16159688867284341,-1
5e8a5f27f35994098ee9a4aa,boundary_separation,yn,2.427396135,0.3123702164697852,0.37372336666351186,0.8376995737193467,1
5e8a5f27f35994098ee9a4aa,boundary_separation,wh,2.462694125,0.31713348515276174,0.37372336666351186,0.8376995737193467,-1
5e8a5f27f35994098ee9a4aa,drift_rate,yn,1.1663400515,0.11146567726506185,0.37372336666351186,0.8376995737193467,1
5e8a5f27f35994098ee9a4aa,drift_rate,wh,1.102010859,0.130604937061244,0.37372336666351186,0.8376995737193467,-1
5e92a1a4fc57e20f92eef47f,boundary_separation,yn,1.173508942,0.14455075179862056,-0.5114109228027005,0.9128220942800693,1
5e92a1a4fc57e20f92eef47f,boundary_separation,wh,1.3773435145,0.17980118829339156,-0.5114109228027005,0.9128220942800693,-1
5e92a1a4fc57e20f92eef47f,drift_rate,yn,1.37062674,0.03182022736102075,-0.5114109228027005,0.9128220942800693,1
5e92a1a4fc57e20f92eef47f,drift_rate,wh,1.1989383705,0.03471019072461717,-0.5114109228027005,0.9128220942800693,-1
5e9498c27ca863327ced415f,boundary_separation,yn,1.99751283,0.26538959465598294,0.07867860350810778,-0.4393832758129373,1
5e9498c27ca863327ced415f,boundary_separation,wh,1.97880212,0.3067522723193622,0.07867860350810778,-0.4393832758129373,-1
5e9498c27ca863327ced415f,drift_rate,yn,1.2943940165,0.08735906554537261,0.07867860350810778,-0.4393832758129373,1
5e9498c27ca863327ced415f,drift_rate,wh,1.2624034535,0.12375171931476152,0.07867860350810778,-0.4393832758129373,-1
5e960111bc10f706bfe802fe,boundary_separation,yn,1.295932328,0.15995271191932817,0.004917412719256751,0.6123320120371789,1
5e960111bc10f706bfe802fe,boundary_separation,wh,1.544919569,0.2023823424419294,0.004917412719256751,0.6123320120371789,-1
5e960111bc10f706bfe802fe,drift_rate,yn,1.479631525,0.030688049563590444,0.004917412719256751,0.6123320120371789,1
5e960111bc10f706bfe802fe,drift_rate,wh,1.20637319,0.05518252522444921,0.004917412719256751,0.6123320120371789,-1
5e9a84af150a8012575e4784,boundary_separation,yn,1.487158705,0.19041812220034132,0.29996217587466084,-0.2891382346914921,1
5e9a84af150a8012575e4784,boundary_separation,wh,2.092545995,0.36148215112007837,0.29996217587466084,-0.2891382346914921,-1
5e9a84af150a8012575e4784,drift_rate,yn,1.227482021,0.04883123484345576,0.29996217587466084,-0.2891382346914921,1
5e9a84af150a8012575e4784,drift_rate,wh,0.6152521269,0.10106354217875022,0.29996217587466084,-0.2891382346914921,-1
5e9b443223881d04be740737,boundary_separation,yn,2.246290085,0.29056272185917087,0.1524397942969588,-0.4393832758129373,1
5e9b443223881d04be740737,boundary_separation,wh,2.48991948,0.42866268219811743,0.1524397942969588,-0.4393832758129373,-1
5e9b443223881d04be740737,drift_rate,yn,1.246828604,0.07702930834858583,0.1524397942969588,-0.4393832758129373,1
5e9b443223881d04be740737,drift_rate,wh,1.085746205,0.14323630133084786,0.1524397942969588,-0.4393832758129373,-1
5e9fcb1aa7eac5182448d5ab,boundary_separation,yn,1.48524446,0.2252258223553934,0.07867860350810778,1.138189655962237,1
5e9fcb1aa7eac5182448d5ab,boundary_separation,wh,1.86993955,0.25480688894930903,0.07867860350810778,1.138189655962237,-1
5e9fcb1aa7eac5182448d5ab,drift_rate,yn,1.1972096615,0.0540712680768598,0.07867860350810778,1.138189655962237,1
5e9fcb1aa7eac5182448d5ab,drift_rate,wh,1.0781860215,0.09505527877221374,0.07867860350810778,1.138189655962237,-1
5eb0bbbc0be27c183500b45d,boundary_separation,yn,2.820325315,0.4258059657622708,-0.8802168767469557,0.8376995737193467,1
5eb0bbbc0be27c183500b45d,boundary_separation,wh,2.0449861,0.33059673282046476,-0.8802168767469557,0.8376995737193467,-1
5eb0bbbc0be27c183500b45d,drift_rate,yn,0.97822375135,0.1803405835319594,-0.8802168767469557,0.8376995737193467,1
5eb0bbbc0be27c183500b45d,drift_rate,wh,1.127006569,0.0997918396316491,-0.8802168767469557,0.8376995737193467,-1
5eb3623f751686152660a84b,boundary_separation,yn,2.033023295,0.2715833807090037,1.1850964653408733,0.08647436811212084,1
5eb3623f751686152660a84b,boundary_separation,wh,2.63739968,0.4551537778700208,1.1850964653408733,0.08647436811212084,-1
5eb3623f751686152660a84b,drift_rate,yn,1.387126471,0.11513709709349858,1.1850964653408733,0.08647436811212084,1
5eb3623f751686152660a84b,drift_rate,wh,0.47567864841,0.13744637086124373,1.1850964653408733,0.08647436811212084,-1
5eb46ccc0c06142c0faae377,boundary_separation,yn,1.3485976785,0.1700674568398614,0.668768129818916,-0.5145057963736599,1
5eb46ccc0c06142c0faae377,boundary_separation,wh,1.909617085,0.2575630409079953,0.668768129818916,-0.5145057963736599,-1
5eb46ccc0c06142c0faae377,drift_rate,yn,1.3809251375,0.04436119551028968,0.668768129818916,-0.5145057963736599,1
5eb46ccc0c06142c0faae377,drift_rate,wh,1.347195622,0.05405040060368494,0.668768129818916,-0.5145057963736599,-1
5eb5c26dd25d2549d228fdf1,boundary_separation,yn,1.2047630845,0.15460836424996025,-0.9539780675358067,1.138189655962237,1
5eb5c26dd25d2549d228fdf1,boundary_separation,wh,1.54457734,0.1960436937377777,-0.9539780675358067,1.138189655962237,-1
5eb5c26dd25d2549d228fdf1,drift_rate,yn,1.309858775,0.03369726707098666,-0.9539780675358067,1.138189655962237,1
5eb5c26dd25d2549d228fdf1,drift_rate,wh,1.1174685125,0.03974213283359268,-0.9539780675358067,1.138189655962237,-1
5eb69d6f0c2db401c496390f,boundary_separation,yn,1.893618155,0.2341545151525572,-0.5114109228027005,0.23671940923356602,1
5eb69d6f0c2db401c496390f,boundary_separation,wh,4.56680072,2.2272550182605864,-0.5114109228027005,0.23671940923356602,-1
5eb69d6f0c2db401c496390f,drift_rate,yn,1.226913957,0.051753211511702715,-0.5114109228027005,0.23671940923356602,1
5eb69d6f0c2db401c496390f,drift_rate,wh,0.80765229155,0.19243133589020198,-0.5114109228027005,0.23671940923356602,-1
5ec4465c16290213a8e30fd5,boundary_separation,yn,1.4091701485,0.21115756243900438,-1.0277392583246578,1.8894148615694628,1
5ec4465c16290213a8e30fd5,boundary_separation,wh,1.78898459,0.3001932750732959,-1.0277392583246578,1.8894148615694628,-1
5ec4465c16290213a8e30fd5,drift_rate,yn,1.2223377675,0.04093779136501341,-1.0277392583246578,1.8894148615694628,1
5ec4465c16290213a8e30fd5,drift_rate,wh,0.9002663360000001,0.06530300704176993,-1.0277392583246578,1.8894148615694628,-1
5ec8ad205fa667395e141ce9,boundary_separation,yn,2.585604425,0.33894623404760954,-0.8802168767469557,-0.9652409197379954,1
5ec8ad205fa667395e141ce9,boundary_separation,wh,1.51220415,0.19423850122995062,-0.8802168767469557,-0.9652409197379954,-1
5ec8ad205fa667395e141ce9,drift_rate,yn,0.2540715202475,0.10029567260519956,-0.8802168767469557,-0.9652409197379954,1
5ec8ad205fa667395e141ce9,drift_rate,wh,1.1349276275,0.04906312323464042,-0.8802168767469557,-0.9652409197379954,-1
5ed6c9613e5fc912b310c00c,boundary_separation,yn,1.291962899,0.22368046849451956,-0.8802168767469557,-1.941833687027389,1
5ed6c9613e5fc912b310c00c,boundary_separation,wh,1.86889466,0.2515705418715657,-0.8802168767469557,-1.941833687027389,-1
5ed6c9613e5fc912b310c00c,drift_rate,yn,1.51280242,0.04599426527908541,-0.8802168767469557,-1.941833687027389,1
5ed6c9613e5fc912b310c00c,drift_rate,wh,1.3342010985,0.09152075934599993,-0.8802168767469557,-1.941833687027389,-1
5ed92a47585c150e2dc44740,boundary_separation,yn,2.372350285,0.4061446737350749,-0.7326944951692537,-0.2891382346914921,1
5ed92a47585c150e2dc44740,boundary_separation,wh,2.581902045,0.5319381561463232,-0.7326944951692537,-0.2891382346914921,-1
5ed92a47585c150e2dc44740,drift_rate,yn,0.62050738515,0.11858975058429315,-0.7326944951692537,-0.2891382346914921,1
5ed92a47585c150e2dc44740,drift_rate,wh,0.52305042125,0.12183043743597854,-0.7326944951692537,-0.2891382346914921,-1
5eda86226763346ac679ca5f,boundary_separation,yn,1.594149955,0.20221169350594748,-1.1015004491135088,-0.2891382346914921,1
5eda86226763346ac679ca5f,boundary_separation,wh,1.69412621,0.23535488480194322,-1.1015004491135088,-0.2891382346914921,-1
5eda86226763346ac679ca5f,drift_rate,yn,1.0977183735,0.04165549349235997,-1.1015004491135088,-0.2891382346914921,1
5eda86226763346ac679ca5f,drift_rate,wh,0.7845579365,0.06291326677780129,-1.1015004491135088,-0.2891382346914921,-1
5edfb0770fb0722aa3839b6d,boundary_separation,yn,1.94726778,0.4417884456052543,0.07867860350810778,-0.3642607552522147,1
5edfb0770fb0722aa3839b6d,boundary_separation,wh,1.2333473424999999,0.1767014522779022,0.07867860350810778,-0.3642607552522147,-1
5edfb0770fb0722aa3839b6d,drift_rate,yn,1.3638833235,0.10742917372088936,0.07867860350810778,-0.3642607552522147,1
5edfb0770fb0722aa3839b6d,drift_rate,wh,1.36089963,0.04062893470952587,0.07867860350810778,-0.3642607552522147,-1
5ee50130f8d19d080bcc8263,boundary_separation,yn,1.818862405,0.2584722404886405,0.8162905113966181,-0.2891382346914921,1
5ee50130f8d19d080bcc8263,boundary_separation,wh,1.982998835,0.2935602116255157,0.8162905113966181,-0.2891382346914921,-1
5ee50130f8d19d080bcc8263,drift_rate,yn,1.2955623,0.08344288927663888,0.8162905113966181,-0.2891382346914921,1
5ee50130f8d19d080bcc8263,drift_rate,wh,1.089627239,0.0967930026989535,0.8162905113966181,-0.2891382346914921,-1
5ef411225a5e591d15fda2ec,boundary_separation,yn,2.439140465,0.3412068575198087,-0.5851721135915515,0.9128220942800693,1
5ef411225a5e591d15fda2ec,boundary_separation,wh,2.299524235,0.4716725611518934,-0.5851721135915515,0.9128220942800693,-1
5ef411225a5e591d15fda2ec,drift_rate,yn,0.5967194053,0.11983735601769607,-0.5851721135915515,0.9128220942800693,1
5ef411225a5e591d15fda2ec,drift_rate,wh,0.7416015604,0.10642311384898563,-0.5851721135915515,0.9128220942800693,-1
5efb5360f3f69c084c1ca850,boundary_separation,yn,1.454505423,0.1973407313929322,-0.5114109228027005,0.3869644503550112,1
5efb5360f3f69c084c1ca850,boundary_separation,wh,1.5674366945,0.240389057429518,-0.5114109228027005,0.3869644503550112,-1
5efb5360f3f69c084c1ca850,drift_rate,yn,1.40950637,0.03487205151423566,-0.5114109228027005,0.3869644503550112,1
5efb5360f3f69c084c1ca850,drift_rate,wh,0.87745347,0.049267989427438694,-0.5114109228027005,0.3869644503550112,-1
5f0499756b5d4972f0da9c78,boundary_separation,yn,1.2512727525,0.17251927255364677,0.22620098508580985,-1.7915886459059438,1
5f0499756b5d4972f0da9c78,boundary_separation,wh,1.2704253355,0.16982643050342225,0.22620098508580985,-1.7915886459059438,-1
5f0499756b5d4972f0da9c78,drift_rate,yn,1.28401751,0.03720069906474007,0.22620098508580985,-1.7915886459059438,1
5f0499756b5d4972f0da9c78,drift_rate,wh,1.172947312,0.03556708421621708,0.22620098508580985,-1.7915886459059438,-1
5f055b6ca28292863f750383,boundary_separation,yn,1.115828665,0.13852392121944057,0.07867860350810778,0.011351847551398253,1
5f055b6ca28292863f750383,boundary_separation,wh,2.14952707,0.29737262061857994,0.07867860350810778,0.011351847551398253,-1
5f055b6ca28292863f750383,drift_rate,yn,1.47491416,0.02824521885538319,0.07867860350810778,0.011351847551398253,1
5f055b6ca28292863f750383,drift_rate,wh,0.826735086,0.10611786704017935,0.07867860350810778,0.011351847551398253,-1
5f0763da47bd2b3561e8d085,boundary_separation,yn,1.678963115,0.21468733262221365,0.004917412719256751,0.8376995737193467,1
5f0763da47bd2b3561e8d085,boundary_separation,wh,1.613620352,0.20520613764570453,0.004917412719256751,0.8376995737193467,-1
5f0763da47bd2b3561e8d085,drift_rate,yn,1.188528781,0.058581235617305515,0.004917412719256751,0.8376995737193467,1
5f0763da47bd2b3561e8d085,drift_rate,wh,1.203303809,0.05118995146117857,0.004917412719256751,0.8376995737193467,-1
5f121091e95fdc03b5e897d0,boundary_separation,yn,1.1099377515,0.1410387405151535,-0.8064556859581047,0.7625770531586241,1
5f121091e95fdc03b5e897d0,boundary_separation,wh,1.5589049965,0.20767219245259708,-0.8064556859581047,0.7625770531586241,-1
5f121091e95fdc03b5e897d0,drift_rate,yn,1.28220825,0.028296090427906328,-0.8064556859581047,0.7625770531586241,1
5f121091e95fdc03b5e897d0,drift_rate,wh,1.0751257135,0.06047962518799085,-0.8064556859581047,0.7625770531586241,-1
5f14e0f456500058ee865863,boundary_separation,yn,1.879119885,0.25276091052055566,-0.21636615964729636,-0.2891382346914921,1
5f14e0f456500058ee865863,boundary_separation,wh,3.320672345,0.6457313965943772,-0.21636615964729636,-0.2891382346914921,-1
5f14e0f456500058ee865863,drift_rate,yn,1.497279252,0.09778018094972404,-0.21636615964729636,-0.2891382346914921,1
5f14e0f456500058ee865863,drift_rate,wh,0.486203825825,0.1669591162562483,-0.21636615964729636,-0.2891382346914921,-1
5f163626e9b14f1bfccf2b67,boundary_separation,yn,1.487373998,0.1913410280958592,0.004917412719256751,-1.1906084814201632,1
5f163626e9b14f1bfccf2b67,boundary_separation,wh,2.19165687,0.28482324006152077,0.004917412719256751,-1.1906084814201632,-1
5f163626e9b14f1bfccf2b67,drift_rate,yn,1.087403471,0.0402932129258527,0.004917412719256751,-1.1906084814201632,1
5f163626e9b14f1bfccf2b67,drift_rate,wh,0.34484333418,0.07246718152326671,0.004917412719256751,-1.1906084814201632,-1
5f186916b4317902cdb28f39,boundary_separation,yn,2.268529955,0.5079536063597294,-0.6589333043804025,1.8142923410087404,1
5f186916b4317902cdb28f39,boundary_separation,wh,1.435645258,0.19493988820728447,-0.6589333043804025,1.8142923410087404,-1
5f186916b4317902cdb28f39,drift_rate,yn,1.4223644955,0.08988132416558436,-0.6589333043804025,1.8142923410087404,1
5f186916b4317902cdb28f39,drift_rate,wh,1.38205437,0.043683836745408475,-0.6589333043804025,1.8142923410087404,-1
5f22bdb732432502a2615f3f,boundary_separation,yn,4.04518653,2.323582193324916,1.6276636100739794,0.8376995737193467,1
5f22bdb732432502a2615f3f,boundary_separation,wh,5.160729115,2.1780673552081393,1.6276636100739794,0.8376995737193467,-1
5f22bdb732432502a2615f3f,drift_rate,yn,1.0946788965,0.13154910398384043,1.6276636100739794,0.8376995737193467,1
5f22bdb732432502a2615f3f,drift_rate,wh,0.386168399895,0.16745515952125223,1.6276636100739794,0.8376995737193467,-1
5f23ff398626c51fdd6c3fb5,boundary_separation,yn,2.601288625,0.3315011801310419,-0.3638885412249985,-0.2140157141307695,1
5f23ff398626c51fdd6c3fb5,boundary_separation,wh,1.987688765,0.3207555755862392,-0.3638885412249985,-0.2140157141307695,-1
5f23ff398626c51fdd6c3fb5,drift_rate,yn,1.256657135,0.11365381665374796,-0.3638885412249985,-0.2140157141307695,1
5f23ff398626c51fdd6c3fb5,drift_rate,wh,1.092550587,0.07627544242695118,-0.3638885412249985,-0.2140157141307695,-1
5f2af333a305a1453082fa08,boundary_separation,yn,2.08744134,0.35894144755125384,-0.4376497320138495,-0.8149958786165502,1
5f2af333a305a1453082fa08,boundary_separation,wh,1.5477657949999999,0.20986570491821283,-0.4376497320138495,-0.8149958786165502,-1
5f2af333a305a1453082fa08,drift_rate,yn,1.3342858885,0.11446323552934799,-0.4376497320138495,-0.8149958786165502,1
5f2af333a305a1453082fa08,drift_rate,wh,1.248728249,0.0512106583677776,-0.4376497320138495,-0.8149958786165502,-1
5f2cd45cd689ae1ec67c848c,boundary_separation,yn,1.1591600095,0.14738566174696474,-0.06884377806959428,0.16159688867284341,1
5f2cd45cd689ae1ec67c848c,boundary_separation,wh,1.16238524,0.15677537569837324,-0.06884377806959428,0.16159688867284341,-1
5f2cd45cd689ae1ec67c848c,drift_rate,yn,1.30058602,0.030711939975979118,-0.06884377806959428,0.16159688867284341,1
5f2cd45cd689ae1ec67c848c,drift_rate,wh,1.261247485,0.03395584863102234,-0.06884377806959428,0.16159688867284341,-1
5f2f03deec679e2cf4a992e6,boundary_separation,yn,1.268364854,0.15940370948581029,-0.5114109228027005,1.5889247793265726,1
5f2f03deec679e2cf4a992e6,boundary_separation,wh,1.3361404025,0.20690905653297337,-0.5114109228027005,1.5889247793265726,-1
5f2f03deec679e2cf4a992e6,drift_rate,yn,1.47801162,0.03302169728104933,-0.5114109228027005,1.5889247793265726,1
5f2f03deec679e2cf4a992e6,drift_rate,wh,1.36733568,0.037645204541217135,-0.5114109228027005,1.5889247793265726,-1
5f317125c5a8420186619723,boundary_separation,yn,1.442373561,0.19065302868540993,-1.322784021480062,-0.3642607552522147,1
5f317125c5a8420186619723,boundary_separation,wh,2.001113475,0.307602197037644,-1.322784021480062,-0.3642607552522147,-1
5f317125c5a8420186619723,drift_rate,yn,1.375830655,0.05567786631076513,-1.322784021480062,-0.3642607552522147,1
5f317125c5a8420186619723,drift_rate,wh,1.126828238,0.08280308963485539,-1.322784021480062,-0.3642607552522147,-1
5f32a66eb0b759099d33fb8c,boundary_separation,yn,1.61893675,0.2504784268524871,-0.8064556859581047,1.3635572176444049,1
5f32a66eb0b759099d33fb8c,boundary_separation,wh,1.72106625,0.21697117245218345,-0.8064556859581047,1.3635572176444049,-1
5f32a66eb0b759099d33fb8c,drift_rate,yn,1.2750634505,0.05819956218752818,-0.8064556859581047,1.3635572176444049,1
5f32a66eb0b759099d33fb8c,drift_rate,wh,1.2429565145,0.06015764254379491,-0.8064556859581047,1.3635572176444049,-1
5f3810bc8049e40ad7b6909a,boundary_separation,yn,1.280400326,0.15713421376347755,-0.6589333043804025,-1.0403634402987179,1
5f3810bc8049e40ad7b6909a,boundary_separation,wh,1.2119990905,0.16065385037275984,-0.6589333043804025,-1.0403634402987179,-1
5f3810bc8049e40ad7b6909a,drift_rate,yn,1.36365922,0.02963605447852543,-0.6589333043804025,-1.0403634402987179,1
5f3810bc8049e40ad7b6909a,drift_rate,wh,1.3069764055,0.03710378546736268,-0.6589333043804025,-1.0403634402987179,-1
5f3bf76b70b2305d2e676bc8,boundary_separation,yn,1.310955449,0.18140275617475687,-0.4376497320138495,-0.8901183991772728,1
5f3bf76b70b2305d2e676bc8,boundary_separation,wh,1.1991164695,0.1720917671317903,-0.4376497320138495,-0.8901183991772728,-1
5f3bf76b70b2305d2e676bc8,drift_rate,yn,1.30593964,0.04076156290153124,-0.4376497320138495,-0.8901183991772728,1
5f3bf76b70b2305d2e676bc8,drift_rate,wh,1.32193546,0.03516122422403501,-0.4376497320138495,-0.8901183991772728,-1
5f3d1db8a6057b0217f30a13,boundary_separation,yn,1.69990358,0.23277617212837523,-0.2901273504361474,-1.1906084814201632,1
5f3d1db8a6057b0217f30a13,boundary_separation,wh,2.529225785,0.5474708156479914,-0.2901273504361474,-1.1906084814201632,-1
5f3d1db8a6057b0217f30a13,drift_rate,yn,1.310795178,0.07071448965053473,-0.2901273504361474,-1.1906084814201632,1
5f3d1db8a6057b0217f30a13,drift_rate,wh,1.1713135885,0.1464610869315285,-0.2901273504361474,-1.1906084814201632,-1
5f3eeb74bfbc021a779796d2,boundary_separation,yn,2.546816135,0.32784478676519524,-0.5114109228027005,0.6874545325979016,1
5f3eeb74bfbc021a779796d2,boundary_separation,wh,2.019537175,0.2702751397888147,-0.5114109228027005,0.6874545325979016,-1
5f3eeb74bfbc021a779796d2,drift_rate,yn,1.006053692,0.11111330876625279,-0.5114109228027005,0.6874545325979016,1
5f3eeb74bfbc021a779796d2,drift_rate,wh,1.095181873,0.09249241638785043,-0.5114109228027005,0.6874545325979016,-1
5f3fecd2bc9bac0b4ca93d30,boundary_separation,yn,1.352586072,0.18203025203705606,0.9638128929743202,0.011351847551398253,1
5f3fecd2bc9bac0b4ca93d30,boundary_separation,wh,1.855971295,0.2655959849976961,0.9638128929743202,0.011351847551398253,-1
5f3fecd2bc9bac0b4ca93d30,drift_rate,yn,1.34006415,0.037947173827285734,0.9638128929743202,0.011351847551398253,1
5f3fecd2bc9bac0b4ca93d30,drift_rate,wh,1.0649596425,0.07850894139180534,0.9638128929743202,0.011351847551398253,-1
5f40de3e899a9b2155b6eabf,boundary_separation,yn,1.9229295,0.24267687277517808,0.07867860350810778,-0.4393832758129373,1
5f40de3e899a9b2155b6eabf,boundary_separation,wh,2.338007365,0.35550640468913397,0.07867860350810778,-0.4393832758129373,-1
5f40de3e899a9b2155b6eabf,drift_rate,yn,1.64708594,0.05803425152434893,0.07867860350810778,-0.4393832758129373,1
5f40de3e899a9b2155b6eabf,drift_rate,wh,1.23525300205,0.14914986958285378,0.07867860350810778,-0.4393832758129373,-1
5f4580ba9ae79f195a9ece38,boundary_separation,yn,2.29222477,0.4110869918499991,1.9227083732293835,0.16159688867284341,1
5f4580ba9ae79f195a9ece38,boundary_separation,wh,1.862876285,0.24529225340568583,1.9227083732293835,0.16159688867284341,-1
5f4580ba9ae79f195a9ece38,drift_rate,yn,1.4379296055,0.12661347195114203,1.9227083732293835,0.16159688867284341,1
5f4580ba9ae79f195a9ece38,drift_rate,wh,1.509229715,0.08640194667751189,1.9227083732293835,0.16159688867284341,-1
5f46fd0e30f69f0de0dfa38c,boundary_separation,yn,1.53473956,0.21166795001874744,-0.5114109228027005,-0.5896283169343824,1
5f46fd0e30f69f0de0dfa38c,boundary_separation,wh,1.373393766,0.1803233630621231,-0.5114109228027005,-0.5896283169343824,-1
5f46fd0e30f69f0de0dfa38c,drift_rate,yn,1.0783920955,0.05274570151417546,-0.5114109228027005,-0.5896283169343824,1
5f46fd0e30f69f0de0dfa38c,drift_rate,wh,1.0249825355,0.04397305386423387,-0.5114109228027005,-0.5896283169343824,-1
5f48e9e36d9c7b3b69c5ed4f,boundary_separation,yn,2.22660911,0.31039275766601526,-0.8064556859581047,-0.5145057963736599,1
5f48e9e36d9c7b3b69c5ed4f,boundary_separation,wh,2.03022867,0.23975169277050842,-0.8064556859581047,-0.5145057963736599,-1
5f48e9e36d9c7b3b69c5ed4f,drift_rate,yn,1.5100562265,0.14523616745334636,-0.8064556859581047,-0.5145057963736599,1
5f48e9e36d9c7b3b69c5ed4f,drift_rate,wh,1.3585913705,0.08698600080961681,-0.8064556859581047,-0.5145057963736599,-1
5f49286a48bd2a43821fab14,boundary_separation,yn,2.0743115,0.3469524904913915,-0.2901273504361474,-1.0403634402987179,1
5f49286a48bd2a43821fab14,boundary_separation,wh,1.97169825,0.2848408713666948,-0.2901273504361474,-1.0403634402987179,-1
5f49286a48bd2a43821fab14,drift_rate,yn,1.0408409525,0.10050484963878957,-0.2901273504361474,-1.0403634402987179,1
5f49286a48bd2a43821fab14,drift_rate,wh,0.6985784765,0.09120713879079669,-0.2901273504361474,-1.0403634402987179,-1
5f4cfe26fc6fe994078bedd3,boundary_separation,yn,1.889090535,0.24610431421493076,-0.6589333043804025,-0.5145057963736599,1
5f4cfe26fc6fe994078bedd3,boundary_separation,wh,2.57767625,0.38118257185157245,-0.6589333043804025,-0.5145057963736599,-1
5f4cfe26fc6fe994078bedd3,drift_rate,yn,1.322178314,0.09136653810228777,-0.6589333043804025,-0.5145057963736599,1
5f4cfe26fc6fe994078bedd3,drift_rate,wh,1.1289950595,0.13527812983703263,-0.6589333043804025,-0.5145057963736599,-1
5f4e50590bf655000c944e16,boundary_separation,yn,1.5791903185,0.27431345581620303,-0.7326944951692537,0.23671940923356602,1
5f4e50590bf655000c944e16,boundary_separation,wh,1.2921398375,0.17521824379013604,-0.7326944951692537,0.23671940923356602,-1
5f4e50590bf655000c944e16,drift_rate,yn,1.30885685,0.05828665617103369,-0.7326944951692537,0.23671940923356602,1
5f4e50590bf655000c944e16,drift_rate,wh,1.28045118,0.0395105332060289,-0.7326944951692537,0.23671940923356602,-1
5f53927e3a8bb66b0f07d471,boundary_separation,yn,3.842614785,0.609608377960879,1.4801412284962774,0.08647436811212084,1
